rn,state,county,tract,seq,eid,rev,nodea,nodeb
1658,42,71,10501,1,177411,True,121463,121949
1658,42,71,10501,2,177413,True,121465,121463
1658,42,71,10501,3,177412,False,121464,121465
1658,42,71,10501,4,178790,True,122413,121464
1658,42,71,10501,5,178351,True,122112,122413
1658,42,71,10501,6,178116,True,121951,122112
1658,42,71,10501,7,178113,True,121949,121951
1659,42,71,10502,1,177066,True,121227,121656
1659,42,71,10502,2,183066,True,125300,121227
1659,42,71,10502,3,183073,True,125304,125300
1659,42,71,10502,4,179244,True,122724,125304
1659,42,71,10502,5,179246,True,122725,122724
1659,42,71,10502,6,182996,True,125253,122725
1659,42,71,10502,7,180476,True,123554,125253
1659,42,71,10502,8,180475,True,123553,123554
1659,42,71,10502,9,177410,True,121464,123553
1659,42,71,10502,10,177412,True,121465,121464
1659,42,71,10502,11,177686,True,121655,121465
1659,42,71,10502,12,177688,True,121656,121655
1660,42,71,10600,1,177411,False,121949,121463
1660,42,71,10600,2,178115,False,122629,121949
1660,42,71,10600,3,179108,False,125296,122629
1660,42,71,10600,4,183061,True,125294,125296
1660,42,71,10600,5,183058,False,125293,125294
1660,42,71,10600,6,183062,True,125295,125293
1660,42,71,10600,7,183059,False,123341,125295
1660,42,71,10600,8,180160,False,125292,123341
1660,42,71,10600,9,183056,True,125291,125292
1660,42,71,10600,10,183054,False,121655,125291
1660,42,71,10600,11,177686,False,121465,121655
1660,42,71,10600,12,177413,False,121463,121465
1661,42,71,10701,1,180161,False,125295,123340
1661,42,71,10701,2,183062,False,125293,125295
1661,42,71,10701,3,183057,False,125828,125293
1661,42,71,10701,4,183864,False,123340,125828
1662,42,71,10702,1,180159,False,123341,123340
1662,42,71,10702,2,183059,True,125295,123341
1662,42,71,10702,3,180161,True,123340,125295
1663,42,71,10801,1,177129,True,121271,125294
1663,42,71,10801,2,184447,True,126233,121271
1663,42,71,10801,3,183068,True,125301,126233
1663,42,71,10801,4,183055,True,125292,125301
1663,42,71,10801,5,180160,True,123341,125292
1663,42,71,10801,6,180159,True,123340,123341
1663,42,71,10801,7,183864,True,125828,123340
1663,42,71,10801,8,183057,True,125293,125828
1663,42,71,10801,9,183058,True,125294,125293
1664,42,71,10802,1,182590,False,126121,124974
1664,42,71,10802,2,184289,False,126120,126121
1664,42,71,10802,3,184287,False,125297,126120
1664,42,71,10802,4,183064,False,125298,125297
1664,42,71,10802,5,183069,False,125301,125298
1664,42,71,10802,6,183068,False,126233,125301
1664,42,71,10802,7,184449,True,126234,126233
1664,42,71,10802,8,184448,False,124974,126234
1665,42,71,10900,1,177687,True,121654,125291
1665,42,71,10900,2,177689,True,121656,121654
1665,42,71,10900,3,177688,False,121655,121656
1665,42,71,10900,4,183054,True,125291,121655
1666,42,71,11000,1,183079,False,126067,125309
1666,42,71,11000,2,184211,False,125308,126067
1666,42,71,11000,3,183080,False,125309,125308
1667,42,71,11100,1,177066,False,121656,121227
1667,42,71,11100,2,177689,False,121654,121656
1667,42,71,11100,3,177687,False,125291,121654
1667,42,71,11100,4,183056,False,125292,125291
1667,42,71,11100,5,183055,False,125301,125292
1667,42,71,11100,6,183069,True,125298,125301
1667,42,71,11100,7,183064,True,125297,125298
1667,42,71,11100,8,183063,False,125299,125297
1667,42,71,11100,9,183078,True,125308,125299
1667,42,71,11100,10,184211,True,126067,125308
1667,42,71,11100,11,183079,True,125309,126067
1667,42,71,11100,12,183067,True,125300,125309
1667,42,71,11100,13,183066,False,121227,125300
1668,42,71,11200,1,183074,False,126193,125305
1668,42,71,11200,2,184392,False,126194,126193
1668,42,71,11200,3,184391,False,126197,126194
1668,42,71,11200,4,184396,False,125305,126197
1669,42,71,11300,1,177685,False,125307,121653
1669,42,71,11300,2,183077,False,126194,125307
1669,42,71,11300,3,184392,True,126193,126194
1669,42,71,11300,4,184390,False,121653,126193
1670,42,71,11400,1,177685,True,121653,125307
1670,42,71,11400,2,184390,True,126193,121653
1670,42,71,11400,3,183074,True,125305,126193
1670,42,71,11400,4,183070,True,125302,125305
1670,42,71,11400,5,183075,True,125306,125302
1670,42,71,11400,6,183076,True,125307,125306
1671,42,71,11502,1,183065,False,125303,125299
1671,42,71,11502,2,183097,True,125320,125303
1671,42,71,11502,3,183072,True,125302,125320
1671,42,71,11502,4,183070,False,125305,125302
1671,42,71,11502,5,184396,True,126197,125305
1671,42,71,11502,6,184391,True,126194,126197
1671,42,71,11502,7,183077,True,125307,126194
1671,42,71,11502,8,183076,False,125306,125307
1671,42,71,11502,9,183083,True,125311,125306
1671,42,71,11502,10,183081,True,125304,125311
1671,42,71,11502,11,183073,False,125300,125304
1671,42,71,11502,12,183067,False,125309,125300
1671,42,71,11502,13,183080,True,125308,125309
1671,42,71,11502,14,183078,False,125299,125308
1672,42,71,11503,1,175300,True,119988,122274
1672,42,71,11503,2,180202,True,123369,119988
1672,42,71,11503,3,178775,True,122403,123369
1672,42,71,11503,4,178587,True,122275,122403
1672,42,71,11503,5,178586,True,122274,122275
1673,42,71,11504,1,175300,False,122274,119988
1673,42,71,11504,2,179245,False,122724,122274
1673,42,71,11504,3,179244,False,125304,122724
1673,42,71,11504,4,183081,False,125311,125304
1673,42,71,11504,5,183084,True,125310,125311
1673,42,71,11504,6,183082,False,123369,125310
1673,42,71,11504,7,180202,False,119988,123369
1674,42,71,11600,1,179247,False,122812,122725
1674,42,71,11600,2,179379,False,122813,122812
1674,42,71,11600,3,179518,False,122907,122813
1674,42,71,11600,4,179520,False,125674,122907
1674,42,71,11600,5,183634,True,125675,125674
1674,42,71,11600,6,183633,False,125253,125675
1674,42,71,11600,7,182996,False,122725,125253
1675,42,71,11701,1,174773,False,121786,119590
1675,42,71,11701,2,177878,False,122406,121786
1675,42,71,11701,3,178780,True,122405,122406
1675,42,71,11701,4,178778,False,122275,122405
1675,42,71,11701,5,178587,False,122403,122275
1675,42,71,11701,6,180199,True,123366,122403
1675,42,71,11701,7,178777,True,122404,123366
1675,42,71,11701,8,178776,False,119590,122404
1676,42,71,11703,1,178588,False,122723,122274
1676,42,71,11703,2,179377,True,122812,122723
1676,42,71,11703,3,179247,True,122725,122812
1676,42,71,11703,4,179246,False,122724,122725
1676,42,71,11703,5,179245,True,122274,122724
1677,42,71,11704,1,178586,False,122275,122274
1677,42,71,11704,2,178778,True,122405,122275
1677,42,71,11704,3,179243,True,122723,122405
1677,42,71,11704,4,178588,True,122274,122723
1678,42,71,11705,1,177879,False,122813,121788
1678,42,71,11705,2,179379,True,122812,122813
1678,42,71,11705,3,179377,False,122723,122812
1678,42,71,11705,4,179243,False,122405,122723
1678,42,71,11705,5,178780,False,122406,122405
1678,42,71,11705,6,178779,False,121788,122406
1679,42,71,11801,1,175647,False,120756,120236
1679,42,71,11801,2,179404,True,122830,120756
1679,42,71,11801,3,176385,True,120755,122830
1679,42,71,11801,4,176383,True,120236,120755
1680,42,71,11802,1,176383,False,120755,120236
1680,42,71,11802,2,177873,True,121784,120755
1680,42,71,11802,3,177876,True,121787,121784
1680,42,71,11802,4,177872,True,121782,121787
1680,42,71,11802,5,177869,False,121781,121782
1680,42,71,11802,6,177871,True,121783,121781
1680,42,71,11802,7,177870,False,120236,121783
1681,42,71,11803,1,176385,False,122830,120755
1681,42,71,11803,2,179519,True,122908,122830
1681,42,71,11803,3,179405,True,122829,122908
1681,42,71,11803,4,179403,True,121784,122829
1681,42,71,11803,5,177873,False,120755,121784
1682,42,71,11804,1,179378,False,121784,122813
1682,42,71,11804,2,179403,False,122829,121784
1682,42,71,11804,3,179405,False,122908,122829
1682,42,71,11804,4,183632,True,125674,122908
1682,42,71,11804,5,179520,True,122907,125674
1682,42,71,11804,6,179518,True,122813,122907
1683,42,71,11805,1,177875,False,121785,121786
1683,42,71,11805,2,179017,True,122570,121785
1683,42,71,11805,3,178395,True,122141,122570
1683,42,71,11805,4,177877,True,121787,122141
1683,42,71,11805,5,177876,False,121784,121787
1683,42,71,11805,6,179378,True,122813,121784
1683,42,71,11805,7,177879,True,121788,122813
1683,42,71,11805,8,178779,True,122406,121788
1683,42,71,11805,9,177878,True,121786,122406
1684,42,71,11901,1,181356,False,126069,124143
1684,42,71,11901,2,184214,True,126068,126069
1684,42,71,11901,3,184212,False,125675,126068
1684,42,71,11901,4,183634,False,125674,125675
1684,42,71,11901,5,183632,False,122908,125674
1684,42,71,11901,6,181357,False,124143,122908
1685,42,71,11902,1,176384,False,123228,120756
1685,42,71,11902,2,179996,False,123226,123228
1685,42,71,11902,3,179994,False,124144,123226
1685,42,71,11902,4,182554,True,124952,124144
1685,42,71,11902,5,184213,True,126069,124952
1685,42,71,11902,6,181356,True,124143,126069
1685,42,71,11902,7,181357,True,122908,124143
1685,42,71,11902,8,179519,False,122830,122908
1685,42,71,11902,9,179404,False,120756,122830
1686,42,71,12001,1,174699,True,119532,120032
1686,42,71,12001,2,175358,True,120030,119532
1686,42,71,12001,3,180969,True,123885,120030
1686,42,71,12001,4,175360,True,120032,123885
1687,42,71,12002,1,174699,False,120032,119532
1687,42,71,12002,2,175361,True,120031,120032
1687,42,71,12002,3,180883,True,123827,120031
1687,42,71,12002,4,175359,True,120030,123827
1687,42,71,12002,5,175358,False,119532,120030
1688,42,71,12102,1,175359,False,123827,120030
1688,42,71,12102,2,180884,False,125254,123827
1688,42,71,12102,3,182998,False,126068,125254
1688,42,71,12102,4,184214,False,126069,126068
1688,42,71,12102,5,184213,False,124952,126069
1688,42,71,12102,6,182555,False,124953,124952
1688,42,71,12102,7,182557,False,124954,124953
1688,42,71,12102,8,182556,False,123885,124954
1688,42,71,12102,9,180969,False,120030,123885
1689,42,71,12103,1,175361,False,120032,120031
1689,42,71,12103,2,180885,True,123826,120032
1689,42,71,12103,3,180882,False,123825,123826
1689,42,71,12103,4,180886,True,123828,123825
1689,42,71,12103,5,182997,True,125254,123828
1689,42,71,12103,6,180884,True,123827,125254
1689,42,71,12103,7,180883,False,120031,123827
1690,42,71,12104,1,175360,False,123885,120032
1690,42,71,12104,2,182556,True,124954,123885
1690,42,71,12104,3,182549,True,124948,124954
1690,42,71,12104,4,182546,True,124946,124948
1690,42,71,12104,5,180971,True,123886,124946
1690,42,71,12104,6,180970,False,123826,123886
1690,42,71,12104,7,180885,False,120032,123826
1691,42,71,12200,1,180556,False,123737,123608
1691,42,71,12200,2,180751,False,123738,123737
1691,42,71,12200,3,180750,False,123608,123738
1692,42,71,12301,1,180748,True,123735,123736
1692,42,71,12301,2,180753,True,123739,123735
1692,42,71,12301,3,180752,False,123738,123739
1692,42,71,12301,4,180751,True,123737,123738
1692,42,71,12301,5,180749,False,123736,123737
1693,42,71,12302,1,178040,False,121899,121898
1693,42,71,12302,2,178043,False,123608,121899
1693,42,71,12302,3,180750,True,123738,123608
1693,42,71,12302,4,180752,True,123739,123738
1693,42,71,12302,5,180557,True,123607,123739
1693,42,71,12302,6,180559,True,123609,123607
1693,42,71,12302,7,180558,False,121902,123609
1693,42,71,12302,8,178045,False,121898,121902
1694,42,71,12402,1,175944,True,120448,121901
1694,42,71,12402,2,182550,True,124949,120448
1694,42,71,12402,3,178038,True,121897,124949
1694,42,71,12402,4,178039,True,121898,121897
1694,42,71,12402,5,178045,True,121902,121898
1694,42,71,12402,6,178044,True,121901,121902
1695,42,71,12403,1,175944,False,121901,120448
1695,42,71,12403,2,178046,False,123609,121901
1695,42,71,12403,3,180559,False,123607,123609
1695,42,71,12403,4,180557,False,123739,123607
1695,42,71,12403,5,180753,False,123735,123739
1695,42,71,12403,6,180748,False,123736,123735
1695,42,71,12403,7,180747,False,124947,123736
1695,42,71,12403,8,182548,False,124946,124947
1695,42,71,12403,9,182546,False,124948,124946
1695,42,71,12403,10,182551,False,124949,124948
1695,42,71,12403,11,182550,False,120448,124949
1696,42,71,12404,1,176475,False,121896,120612
1696,42,71,12404,1,178044,False,121902,121901
1696,42,71,12404,2,180558,True,123609,121902
1696,42,71,12404,2,182547,True,124947,121896
1696,42,71,12404,3,178046,True,121901,123609
1696,42,71,12404,3,180747,True,123736,124947
1696,42,71,12404,4,180749,True,123737,123736
1696,42,71,12404,5,180556,True,123608,123737
1696,42,71,12404,6,178043,True,121899,123608
1696,42,71,12404,7,178040,True,121898,121899
1696,42,71,12404,8,178039,False,121897,121898
1696,42,71,12404,9,182552,True,124950,121897
1696,42,71,12404,10,178042,True,121900,124950
1696,42,71,12404,11,178041,False,120612,121900
1697,42,71,12501,1,176059,False,120821,120531
1697,42,71,12501,2,176477,False,124907,120821
1697,42,71,12501,3,182489,False,124906,124907
1697,42,71,12501,4,182487,False,120613,124906
1697,42,71,12501,5,176175,False,120530,120613
1697,42,71,12501,6,176060,False,120531,120530
1698,42,71,12502,1,176176,True,120612,120819
1698,42,71,12502,2,178041,True,121900,120612
1698,42,71,12502,3,176178,True,120614,121900
1698,42,71,12502,4,176177,False,120613,120614
1698,42,71,12502,5,182487,True,124906,120613
1698,42,71,12502,6,176474,True,120819,124906
1699,42,71,12601,1,176060,True,120530,120531
1699,42,71,12601,2,176175,True,120613,120530
1699,42,71,12601,3,176177,True,120614,120613
1699,42,71,12601,4,183091,True,125316,120614
1699,42,71,12601,5,183086,True,125313,125316
1699,42,71,12601,6,179130,True,122646,125313
1699,42,71,12601,7,179129,True,122645,122646
1699,42,71,12601,8,176062,True,120532,122645
1699,42,71,12601,9,176061,False,120531,120532
1700,42,71,12602,1,179130,False,125313,122646
1700,42,71,12602,2,183088,True,125314,125313
1700,42,71,12602,3,183087,True,125312,125314
1700,42,71,12602,4,183085,False,124765,125312
1700,42,71,12602,5,182278,False,124766,124765
1700,42,71,12602,6,182277,False,122646,124766
1701,42,71,12700,1,183086,False,125316,125313
1701,42,71,12700,2,183092,True,125315,125316
1701,42,71,12700,3,183964,True,125897,125315
1701,42,71,12700,4,183090,True,125314,125897
1701,42,71,12700,5,183088,False,125313,125314
1702,42,71,12800,1,179845,True,123128,123128
1703,42,71,12900,1,176178,False,121900,120614
1703,42,71,12900,2,178042,False,124950,121900
1703,42,71,12900,3,182558,False,124951,124950
1703,42,71,12900,4,182553,False,124333,124951
1703,42,71,12900,5,181647,False,125315,124333
1703,42,71,12900,6,183092,False,125316,125315
1703,42,71,12900,7,183091,False,120614,125316
1703,42,71,12900,8,179845,False,123128,123128
1704,42,71,13000,1,178038,False,124949,121897
1704,42,71,13000,2,182551,True,124948,124949
1704,42,71,13000,3,182549,False,124954,124948
1704,42,71,13000,4,182557,True,124953,124954
1704,42,71,13000,5,182555,True,124952,124953
1704,42,71,13000,6,182554,False,124144,124952
1704,42,71,13000,7,181355,False,124168,124144
1704,42,71,13000,8,181395,False,124951,124168
1704,42,71,13000,9,182558,True,124950,124951
1704,42,71,13000,10,182552,False,121897,124950
1705,42,71,13101,1,179994,True,123226,124144
1705,42,71,13101,2,179996,True,123228,123226
1705,42,71,13101,3,179995,False,123227,123228
1705,42,71,13101,4,181643,True,124331,123227
1705,42,71,13101,5,181394,True,124169,124331
1705,42,71,13101,6,181393,True,124168,124169
1705,42,71,13101,7,181355,True,124144,124168
1706,42,71,13102,1,181393,False,124169,124168
1706,42,71,13102,2,181646,True,124333,124169
1706,42,71,13102,3,182553,True,124951,124333
1706,42,71,13102,4,181395,True,124168,124951
1707,42,71,13202,1,177865,False,124959,121779
1707,42,71,13202,2,182565,False,124957,124959
1707,42,71,13202,3,182561,False,124616,124957
1707,42,71,13202,4,182063,False,124618,124616
1707,42,71,13202,5,182062,False,121783,124618
1707,42,71,13202,6,177871,False,121781,121783
1707,42,71,13202,7,177868,False,121779,121781
1708,42,71,13203,1,175647,True,120236,120756
1708,42,71,13203,2,177870,True,121783,120236
1708,42,71,13203,3,182062,True,124618,121783
1708,42,71,13203,4,179993,True,123227,124618
1708,42,71,13203,5,179995,True,123228,123227
1708,42,71,13203,6,176384,True,120756,123228
1709,42,71,13204,1,179993,False,124618,123227
1709,42,71,13204,2,182063,True,124616,124618
1709,42,71,13204,3,182059,False,124615,124616
1709,42,71,13204,4,183104,True,125324,124615
1709,42,71,13204,5,182061,True,124617,125324
1709,42,71,13204,6,182060,False,124331,124617
1709,42,71,13204,7,181643,False,123227,124331
1710,42,71,13301,1,175909,False,124958,120424
1710,42,71,13301,2,183027,True,125275,124958
1710,42,71,13301,3,182563,True,124956,125275
1710,42,71,13301,4,183031,True,125277,124956
1710,42,71,13301,5,182560,True,124955,125277
1710,42,71,13301,6,182559,False,124365,124955
1710,42,71,13301,7,181696,False,124957,124365
1710,42,71,13301,8,182565,True,124959,124957
1710,42,71,13301,9,182564,False,120423,124959
1710,42,71,13301,10,175910,False,120424,120423
1711,42,71,13303,1,181234,True,124061,124366
1711,42,71,13303,2,181693,True,124364,124061
1711,42,71,13303,3,183100,True,125322,124364
1711,42,71,13303,4,181695,True,124366,125322
1712,42,71,13304,1,181234,False,124366,124061
1712,42,71,13304,2,182058,True,124615,124366
1712,42,71,13304,3,182059,True,124616,124615
1712,42,71,13304,4,182561,True,124957,124616
1712,42,71,13304,5,181696,True,124365,124957
1712,42,71,13304,6,182559,True,124955,124365
1712,42,71,13304,7,181694,True,124364,124955
1712,42,71,13304,8,181693,False,124061,124364
1713,42,71,13400,1,174843,True,119644,121779
1713,42,71,13400,2,175906,True,120422,119644
1713,42,71,13400,3,175908,True,120423,120422
1713,42,71,13400,4,182564,True,124959,120423
1713,42,71,13400,5,177865,True,121779,124959
1714,42,71,13501,1,181013,False,125276,123915
1714,42,71,13501,2,183030,True,125273,125276
1714,42,71,13501,3,183025,True,125272,125273
1714,42,71,13501,4,183024,False,125271,125272
1714,42,71,13501,5,183032,True,125277,125271
1714,42,71,13501,6,183031,False,124956,125277
1714,42,71,13501,7,182563,False,125275,124956
1714,42,71,13501,8,183028,True,125274,125275
1714,42,71,13501,9,183026,False,123914,125274
1714,42,71,13501,10,181014,False,123915,123914
1715,42,71,13502,1,180195,False,122404,123363
1715,42,71,13502,2,180197,True,123364,122404
1715,42,71,13502,3,183029,True,125276,123364
1715,42,71,13502,4,181013,True,123915,125276
1715,42,71,13502,5,181686,True,124360,123915
1715,42,71,13502,6,180196,True,123363,124360
1716,42,71,13503,1,174773,True,119590,121786
1716,42,71,13503,2,178776,True,122404,119590
1716,42,71,13503,3,180195,True,123363,122404
1716,42,71,13503,4,179018,True,122571,123363
1716,42,71,13503,5,177874,True,121785,122571
1716,42,71,13503,6,177875,True,121786,121785
1717,42,71,13601,1,181062,False,123947,123946
1717,42,71,13601,2,183023,True,125271,123947
1717,42,71,13601,3,183024,True,125272,125271
1717,42,71,13601,4,181064,True,123946,125272
1718,42,71,13602,1,178154,True,121976,123368
1718,42,71,13602,2,180198,True,123365,121976
1718,42,71,13602,3,182871,True,125165,123365
1718,42,71,13602,4,182872,True,125166,125165
1718,42,71,13602,5,181063,True,123947,125166
1718,42,71,13602,6,181062,True,123946,123947
1718,42,71,13602,7,180201,True,123368,123946
1719,42,71,13701,1,178777,False,123366,122404
1719,42,71,13701,2,180204,False,125886,123366
1719,42,71,13701,3,183950,False,123368,125886
1719,42,71,13701,4,180201,False,123946,123368
1719,42,71,13701,5,181064,False,125272,123946
1719,42,71,13701,6,183025,False,125273,125272
1719,42,71,13701,7,183030,False,125276,125273
1719,42,71,13701,8,183029,False,123364,125276
1719,42,71,13701,9,180197,False,122404,123364
1720,42,71,13702,1,178154,False,123368,121976
1720,42,71,13702,2,183950,True,125886,123368
1720,42,71,13702,3,180204,True,123366,125886
1720,42,71,13702,4,180199,False,122403,123366
1720,42,71,13702,5,178775,False,123369,122403
1720,42,71,13702,6,183082,True,125310,123369
1720,42,71,13702,7,180203,True,123367,125310
1720,42,71,13702,8,180200,True,123365,123367
1720,42,71,13702,9,180198,False,121976,123365
1721,42,71,13800,1,180200,False,123367,123365
1721,42,71,13800,2,180203,False,125310,123367
1721,42,71,13800,3,183084,False,125311,125310
1721,42,71,13800,4,183083,False,125306,125311
1721,42,71,13800,5,183075,False,125302,125306
1721,42,71,13800,6,183072,False,125320,125302
1721,42,71,13800,7,183577,True,125637,125320
1721,42,71,13800,8,183609,True,125659,125637
1721,42,71,13800,9,183098,True,125167,125659
1721,42,71,13800,10,182876,False,125165,125167
1721,42,71,13800,11,182871,False,123365,125165
1722,42,71,13901,1,181063,False,125166,123947
1722,42,71,13901,2,182875,False,125168,125166
1722,42,71,13901,3,182874,False,125321,125168
1722,42,71,13901,4,183102,True,125323,125321
1722,42,71,13901,5,183101,True,125322,125323
1722,42,71,13901,6,183100,False,124364,125322
1722,42,71,13901,7,181694,False,124955,124364
1722,42,71,13901,8,182560,False,125277,124955
1722,42,71,13901,9,183032,False,125271,125277
1722,42,71,13901,10,183023,False,123947,125271
1723,42,71,13902,1,182607,False,125168,124987
1723,42,71,13902,2,182875,True,125166,125168
1723,42,71,13902,3,182872,False,125165,125166
1723,42,71,13902,4,182876,True,125167,125165
1723,42,71,13902,5,182873,True,125164,125167
1723,42,71,13902,6,182870,False,124987,125164
1724,42,71,14000,1,176695,False,125325,120972
1724,42,71,14000,2,183106,True,125324,125325
1724,42,71,14000,3,183104,False,124615,125324
1724,42,71,14000,4,182058,False,124366,124615
1724,42,71,14000,5,181695,False,125322,124366
1724,42,71,14000,6,183101,False,125323,125322
1724,42,71,14000,7,183103,True,120972,125323
1725,42,71,14101,1,177542,False,124332,121556
1725,42,71,14101,2,183089,True,125315,124332
1725,42,71,14101,3,181647,True,124333,125315
1725,42,71,14101,4,181646,False,124169,124333
1725,42,71,14101,5,181394,False,124331,124169
1725,42,71,14101,6,182060,True,124617,124331
1725,42,71,14101,7,181644,True,121556,124617
1726,42,71,14102,1,181644,False,124617,121556
1726,42,71,14102,2,182061,False,125324,124617
1726,42,71,14102,3,183106,False,125325,125324
1726,42,71,14102,4,183105,False,125201,125325
1726,42,71,14102,5,182926,False,125203,125201
1726,42,71,14102,6,182925,False,121556,125203
1727,42,71,14201,1,181645,False,125777,124332
1727,42,71,14201,2,183787,False,125775,125777
1727,42,71,14201,3,183782,False,125312,125775
1727,42,71,14201,4,183087,False,125314,125312
1727,42,71,14201,5,183090,False,125897,125314
1727,42,71,14201,6,183964,False,125315,125897
1727,42,71,14201,7,183089,False,124332,125315
1728,42,71,14202,1,177542,True,121556,124332
1728,42,71,14202,2,182925,True,125203,121556
1728,42,71,14202,3,182321,True,124796,125203
1728,42,71,14202,4,182319,True,124795,124796
1728,42,71,14202,5,183784,True,125777,124795
1728,42,71,14202,6,181645,True,124332,125777
1729,42,71,14300,1,182321,False,125203,124796
1729,42,71,14300,2,182926,True,125201,125203
1729,42,71,14300,3,182922,False,125200,125201
1729,42,71,14300,4,182988,True,125248,125200
1729,42,71,14300,5,182991,True,125250,125248
1729,42,71,14300,6,184198,True,126057,125250
1729,42,71,14300,7,182924,True,125202,126057
1729,42,71,14300,8,182923,False,124794,125202
1729,42,71,14300,9,182322,False,124796,124794
1730,42,71,14401,1,183099,False,125734,125321
1730,42,71,14401,2,183865,True,125829,125734
1730,42,71,14401,3,183720,True,125733,125829
1730,42,71,14401,4,183718,False,120972,125733
1730,42,71,14401,5,183103,False,125323,120972
1730,42,71,14401,6,183102,False,125321,125323
1731,42,71,14402,1,176695,True,120972,125325
1731,42,71,14402,2,183718,True,125733,120972
1731,42,71,14402,3,183108,True,125327,125733
1731,42,71,14402,4,182921,True,125200,125327
1731,42,71,14402,5,182922,True,125201,125200
1731,42,71,14402,6,183105,True,125325,125201
1732,42,71,14501,1,182605,False,124988,124987
1732,42,71,14501,2,183719,True,125734,124988
1732,42,71,14501,3,183099,True,125321,125734
1732,42,71,14501,4,182874,True,125168,125321
1732,42,71,14501,5,182607,True,124987,125168
1733,42,71,14502,1,95803,False,121879,65469
1733,42,71,14502,2,178013,False,121880,121879
1733,42,71,14502,3,178014,False,125326,121880
1733,42,71,14502,4,183109,False,125328,125326
1733,42,71,14502,5,183866,True,125829,125328
1733,42,71,14502,6,183865,False,125734,125829
1733,42,71,14502,7,183719,False,124988,125734
1733,42,71,14502,8,182606,False,125670,124988
1733,42,71,14502,9,183626,False,125669,125670
1733,42,71,14502,10,183624,False,65469,125669
1734,42,71,14601,1,183108,False,125733,125327
1734,42,71,14601,2,183720,False,125829,125733
1734,42,71,14601,3,183866,False,125328,125829
1734,42,71,14601,4,183110,False,125327,125328
1735,42,71,14602,1,182303,False,124784,124783
1735,42,71,14602,2,182306,False,125246,124784
1735,42,71,14602,3,182987,False,125247,125246
1735,42,71,14602,4,182989,False,125248,125247
1735,42,71,14602,5,182988,False,125200,125248
1735,42,71,14602,6,182921,False,125327,125200
1735,42,71,14602,7,183110,True,125328,125327
1735,42,71,14602,8,183109,True,125326,125328
1735,42,71,14602,9,183107,False,124783,125326
1736,42,71,14700,1,175809,True,120350,120425
1736,42,71,14700,2,182562,True,124958,120350
1736,42,71,14700,3,175909,True,120424,124958
1736,42,71,14700,4,175911,True,120425,120424
1737,42,73,100,1,180288,True,123426,124404
1737,42,73,100,2,180372,True,123484,123426
1737,42,73,100,3,180290,True,123428,123484
1737,42,73,100,4,180289,False,123427,123428
1737,42,73,100,5,181750,True,124404,123427
1738,42,73,200,1,174906,False,123002,119693
1738,42,73,200,2,179659,True,123000,123002
1738,42,73,200,3,179656,False,121659,123000
1738,42,73,200,4,177693,False,123003,121659
1738,42,73,200,5,180287,True,123427,123003
1738,42,73,200,6,180289,True,123428,123427
1738,42,73,200,7,180370,True,123482,123428
1738,42,73,200,8,179661,True,123001,123482
1738,42,73,200,9,179657,True,119693,123001
1739,42,73,300,1,180290,False,123484,123428
1739,42,73,300,2,180609,True,123641,123484
1739,42,73,300,3,180373,True,123483,123641
1739,42,73,300,4,180371,True,123482,123483
1739,42,73,300,5,180370,False,123428,123482
1740,42,73,400,1,178787,False,123906,122411
1740,42,73,400,2,181001,True,123001,123906
1740,42,73,400,3,179661,False,123482,123001
1740,42,73,400,4,180371,False,123483,123482
1740,42,73,400,5,180608,False,123640,123483
1740,42,73,400,6,180607,False,122411,123640
1741,42,73,600,1,174906,True,119693,123002
1741,42,73,600,2,179658,True,123002,119693
1742,42,73,700,1,177694,False,123000,121658
1742,42,73,700,2,179659,False,123002,123000
1742,42,73,700,3,179658,False,119693,123002
1742,42,73,700,4,179657,False,123001,119693
1742,42,73,700,5,181001,False,123906,123001
1742,42,73,700,6,181000,False,121658,123906
1743,42,73,800,1,177415,False,121659,121467
1743,42,73,800,2,179656,True,123000,121659
1743,42,73,800,3,177694,True,121658,123000
1743,42,73,800,4,177692,False,121657,121658
1743,42,73,800,5,177691,True,121467,121657
1744,42,73,900,1,175012,True,119774,120537
1744,42,73,900,2,176066,True,120535,119774
1744,42,73,900,3,177690,True,121657,120535
1744,42,73,900,4,177692,True,121658,121657
1744,42,73,900,5,181000,True,123906,121658
1744,42,73,900,6,178787,True,122411,123906
1744,42,73,900,7,176068,True,120537,122411
1745,42,73,1000,1,175012,False,120537,119774
1745,42,73,1000,2,178786,True,122410,120537
1745,42,73,1000,3,176069,True,120536,122410
1745,42,73,1000,4,183115,True,125332,120536
1745,42,73,1000,5,183116,True,125333,125332
1745,42,73,1000,6,183119,True,125335,125333
1745,42,73,1000,7,176067,True,120535,125335
1745,42,73,1000,8,176066,False,119774,120535
1746,42,73,10100,1,181749,False,125126,124403
1746,42,73,10100,2,182817,False,125129,125126
1746,42,73,10100,3,182816,False,124402,125129
1746,42,73,10100,4,181753,False,126070,124402
1746,42,73,10100,5,184215,False,124403,126070
1747,42,73,10201,1,175394,False,126148,120055
1747,42,73,10201,2,184327,False,123639,126148
1747,42,73,10201,3,180610,False,125317,123639
1747,42,73,10201,4,183095,False,125319,125317
1747,42,73,10201,5,183096,False,125318,125319
1747,42,73,10201,6,183094,False,124405,125318
1747,42,73,10201,7,181751,False,120055,124405
1748,42,73,10202,1,175568,False,124405,120180
