rn,state,cid,tract,pop,white,black,hispanic
420,24,15,31201,6676.0,6136.0,409.0,385.0
421,24,15,31202,5280.0,3902.0,665.0,572.0
422,24,15,31301,3837.0,3631.0,82.0,170.0
423,24,15,31302,7088.0,6854.0,17.0,37.0
424,24,15,31400,4126.0,4018.0,35.0,80.0
425,24,17,850101,5830.0,1985.0,3371.0,369.0
426,24,17,850102,2400.0,1154.0,1018.0,46.0
427,24,17,850201,1184.0,814.0,207.0,209.0
428,24,17,850202,4917.0,2398.0,2085.0,110.0
429,24,17,850300,2395.0,1432.0,740.0,21.0
430,24,17,850400,3998.0,2452.0,1309.0,8.0
431,24,17,850500,2851.0,2294.0,402.0,14.0
432,24,17,850600,4772.0,2669.0,1637.0,65.0
433,24,17,850706,5746.0,1778.0,2923.0,204.0
434,24,17,850708,5332.0,1970.0,2797.0,166.0
435,24,17,850709,6625.0,1167.0,4857.0,160.0
436,24,17,850710,5444.0,1893.0,3156.0,277.0
437,24,17,850711,5150.0,1084.0,3102.0,368.0
438,24,17,850712,5464.0,2277.0,2769.0,156.0
439,24,17,850713,7435.0,3268.0,3638.0,508.0
440,24,17,850801,5114.0,2839.0,1864.0,208.0
441,24,17,850802,3919.0,1921.0,1668.0,363.0
442,24,17,850901,5564.0,1531.0,3626.0,120.0
443,24,17,850902,6662.0,3289.0,2431.0,1162.0
444,24,17,850904,6767.0,1903.0,4094.0,433.0
445,24,17,850905,4389.0,1781.0,2027.0,493.0
446,24,17,850906,4601.0,1513.0,2751.0,78.0
447,24,17,851001,3535.0,2472.0,860.0,111.0
448,24,17,851002,8957.0,6374.0,1892.0,441.0
449,24,17,851100,2475.0,1983.0,341.0,59.0
450,24,17,851200,4667.0,3796.0,732.0,38.0
451,24,17,851301,4818.0,4101.0,430.0,364.0
452,24,17,851302,4371.0,3279.0,769.0,105.0
453,24,17,851400,8967.0,6233.0,2067.0,371.0
454,24,17,851500,8405.0,2284.0,4969.0,624.0
455,24,17,990000,0.0,0.0,0.0,0.0
456,24,19,970100,2824.0,2016.0,678.0,40.0
457,24,19,970200,4840.0,3100.0,1413.0,263.0
458,24,19,970300,4753.0,4049.0,462.0,190.0
459,24,19,970400,3411.0,2514.0,700.0,195.0
460,24,19,970500,3944.0,1015.0,2712.0,203.0
461,24,19,970600,4849.0,2131.0,2497.0,159.0
462,24,19,970702,4019.0,3666.0,205.0,123.0
463,24,19,970804,2239.0,2062.0,107.0,166.0
464,24,19,970900,1655.0,1201.0,344.0,74.0
465,24,21,740200,4851.0,4388.0,247.0,162.0
466,24,21,750100,1357.0,1158.0,141.0,44.0
467,24,21,750200,1705.0,1608.0,23.0,40.0
468,24,21,750300,1520.0,1023.0,424.0,208.0
469,24,21,750503,6646.0,3649.0,1716.0,2309.0
470,24,21,750504,6022.0,2769.0,2408.0,1047.0
471,24,21,750505,7027.0,3442.0,930.0,2767.0
472,24,21,750506,4001.0,2880.0,608.0,681.0
473,24,21,750600,2589.0,2244.0,147.0,151.0
474,24,21,750701,5192.0,3368.0,1153.0,650.0
475,24,21,750702,3731.0,2337.0,993.0,538.0
476,24,21,750801,3105.0,2431.0,566.0,158.0
477,24,21,750802,4235.0,3561.0,398.0,420.0
478,24,21,750803,6286.0,4771.0,844.0,623.0
479,24,21,751001,1093.0,554.0,359.0,72.0
480,24,21,751002,4907.0,3545.0,1038.0,90.0
481,24,21,751003,5484.0,3052.0,1127.0,853.0
482,24,21,751004,3764.0,2968.0,687.0,543.0
483,24,21,751201,4986.0,3621.0,559.0,459.0
484,24,21,751202,6020.0,4404.0,802.0,423.0
485,24,21,751203,2111.0,1972.0,100.0,72.0
486,24,21,751301,3049.0,2869.0,48.0,96.0
487,24,21,751302,2970.0,2653.0,45.0,147.0
488,24,21,751600,2918.0,2775.0,70.0,101.0
489,24,21,751701,2386.0,2324.0,32.0,121.0
490,24,21,751702,3991.0,3738.0,12.0,74.0
491,24,21,751801,4448.0,3903.0,207.0,435.0
492,24,21,751802,4001.0,3911.0,20.0,47.0
493,24,21,751901,4706.0,4380.0,181.0,205.0
494,24,21,751902,5899.0,5309.0,130.0,336.0
495,24,21,751903,6220.0,5687.0,263.0,31.0
496,24,21,751904,3413.0,2771.0,411.0,201.0
497,24,21,752001,4919.0,4525.0,136.0,62.0
498,24,21,752101,3292.0,3066.0,49.0,68.0
499,24,21,752102,4213.0,4197.0,0.0,15.0
500,24,21,752201,2200.0,1890.0,116.0,39.0
501,24,21,752202,4204.0,2709.0,284.0,513.0
502,24,21,752204,7093.0,4977.0,484.0,579.0
503,24,21,752301,4855.0,3065.0,933.0,653.0
504,24,21,752302,4197.0,3944.0,91.0,213.0
505,24,21,752303,3259.0,2655.0,249.0,313.0
506,24,21,752501,4857.0,4731.0,38.0,60.0
