rn,state,cid,tract,bgroup,pop,black,hispanic,total_vap,black_vap,hispanic_vap
577,37,23,21201,3,1695,1,17,1351,1,10
578,37,23,21202,1,1417,4,17,1085,4,13
579,37,23,21202,2,1479,13,77,1158,9,44
580,37,23,21202,3,1471,28,54,1107,23,32
581,37,23,21203,1,2646,77,42,1941,62,22
582,37,23,21203,2,1763,8,16,1375,7,11
583,37,23,21301,1,1439,7,20,1154,5,13
584,37,23,21301,2,1081,18,82,830,9,37
585,37,23,21301,3,3457,1142,117,2960,989,83
586,37,23,21302,1,1046,3,16,819,2,10
587,37,23,21302,2,1164,19,11,885,8,7
588,37,23,21302,3,1320,6,6,1033,5,4
589,37,23,21400,1,503,65,22,409,53,14
590,37,23,21400,2,817,68,91,643,53,54
591,37,23,21400,3,2787,311,808,2141,242,558
592,37,23,21400,4,917,192,37,732,142,17
593,37,25,40500,1,2924,134,70,2207,81,49
594,37,25,40500,2,1815,223,211,1366,139,115
595,37,25,40500,3,1140,122,131,812,78,65
596,37,25,40500,4,6032,1075,1395,4045,698,801
597,37,25,40600,1,3287,196,107,2530,127,63
598,37,25,40600,2,1640,40,96,1256,33,55
599,37,25,40600,3,1183,23,11,908,19,7
600,37,25,40701,1,896,134,64,698,96,35
601,37,25,40701,2,758,70,64,587,46,41
602,37,25,40702,1,1721,706,288,1289,528,164
603,37,25,40702,2,2580,854,243,1901,623,155
604,37,25,40702,3,2194,601,226,1538,385,134
605,37,25,40703,1,579,406,46,368,271,17
606,37,25,40703,2,2170,649,349,1608,412,218
607,37,25,40800,1,906,174,41,719,130,27
608,37,25,40800,2,1362,596,95,1053,438,64
609,37,25,40800,3,1676,301,305,1202,196,169
610,37,25,40900,1,1845,267,139,1445,189,85
611,37,25,41000,1,1545,457,254,1082,279,153
612,37,25,41000,2,1204,243,174,905,160,86
613,37,25,41000,3,1682,139,236,1252,103,126
614,37,25,41000,4,1579,320,268,1117,193,143
615,37,25,41100,1,1166,187,95,844,118,54
616,37,25,41100,2,1254,226,107,910,150,64
617,37,25,41100,3,2337,257,134,1701,169,76
618,37,25,41100,4,2084,172,376,1483,113,203
619,37,25,41200,1,1254,457,84,1002,374,53
620,37,25,41200,2,2606,119,78,1999,88,48
621,37,25,41200,3,1919,58,47,1488,46,24
622,37,25,41301,1,3738,377,138,2728,259,77
623,37,25,41302,1,5372,998,391,3330,618,216
624,37,25,41302,2,1488,183,56,1045,114,37
625,37,25,41302,3,707,19,22,545,13,13
626,37,25,41303,1,5942,1177,364,3610,762,203
627,37,25,41303,2,1052,157,54,818,112,36
628,37,25,41501,1,4435,699,214,3029,434,123
629,37,25,41501,2,5133,1055,155,3441,674,91
630,37,25,41502,1,3065,447,84,2215,314,49
631,37,25,41502,2,1363,90,93,1034,69,49
632,37,25,41502,3,1634,115,47,1147,77,30
633,37,25,41503,1,2986,369,136,2106,228,83
634,37,25,41601,1,1214,30,14,900,23,10
635,37,25,41601,2,1250,55,37,960,41,24
636,37,25,41601,3,1966,30,69,1537,25,41
637,37,25,41601,4,2520,195,84,1941,153,55
638,37,25,41602,1,3172,82,111,2438,57,62
639,37,25,41701,1,1048,22,17,843,15,11
640,37,25,41701,2,1435,211,21,1147,193,14
641,37,25,41701,3,1806,36,25,1336,22,12
642,37,25,41702,1,1092,18,32,844,15,18
643,37,25,41702,2,2178,11,22,1611,7,13
644,37,25,41901,1,773,388,233,523,280,129
645,37,25,41901,2,1279,141,560,889,102,301
646,37,25,41902,1,1507,370,337,1093,255,207
647,37,25,41902,2,1577,405,458,1056,263,245
648,37,25,41902,3,973,214,355,696,150,238
649,37,25,42000,1,1437,331,359,996,212,180
650,37,25,42000,2,1341,321,92,973,187,67
651,37,25,42000,3,1885,183,136,1410,80,82
652,37,25,42101,1,937,701,173,653,515,97
653,37,25,42101,2,836,494,220,586,375,115
654,37,25,42101,3,622,178,233,452,134,142
655,37,25,42101,4,869,504,282,568,360,151
656,37,25,42102,1,1161,57,129,881,38,74
657,37,25,42102,2,2316,689,303,1545,402,182
658,37,25,42200,1,1603,134,58,1263,110,46
659,37,25,42200,2,1219,46,22,916,31,14
660,37,25,42200,3,898,30,29,711,20,17
661,37,25,42200,4,664,36,6,545,23,6
662,37,25,42200,5,903,45,41,691,24,22
663,37,25,42200,6,976,120,107,703,77,62
664,37,25,42300,1,912,48,39,766,40,26
665,37,25,42300,2,1872,515,509,1314,294,288
666,37,25,42300,3,1026,173,213,774,126,122
667,37,25,42300,4,1029,244,113,876,214,78
668,37,25,42401,1,1534,181,61,1225,133,37
669,37,25,42401,2,1815,80,91,1426,55,49
670,37,25,42402,1,1304,386,353,992,288,225
671,37,25,42402,2,985,251,245,683,181,140
672,37,25,42402,3,2656,655,327,1999,443,204
673,37,25,42501,1,1322,77,70,1059,65,38
674,37,25,42501,2,3043,205,142,2223,137,96
675,37,25,42502,1,2379,514,264,1884,375,179
676,37,25,42503,1,3714,464,421,2659,343,236
677,37,25,42504,1,1575,74,55,1101,52,30
678,37,25,42601,1,2468,134,62,1791,96,36
679,37,25,42601,2,2814,327,147,2034,220,92
680,37,25,42602,1,1826,376,242,1245,234,137
681,37,25,42602,2,1693,116,655,1085,80,336
682,37,25,42602,3,277,2,17,237,0,10
683,37,25,42603,1,3818,380,235,2790,258,137
684,37,25,42603,2,1095,101,51,833,71,33
685,37,25,42603,3,2118,339,170,1482,223,108
686,37,25,42604,1,5026,608,232,3682,413,148
687,37,27,30100,1,1118,429,133,797,316,66
688,37,27,30100,2,717,199,74,567,144,41
689,37,27,30100,3,742,118,100,523,74,49
690,37,27,30100,4,861,154,165,649,111,96
691,37,27,30100,5,1197,452,157,869,319,88
692,37,27,30100,6,844,133,165,630,87,108
693,37,27,30200,1,959,115,41,751,87,24
694,37,27,30200,2,1221,297,129,901,222,71
695,37,27,30200,3,1610,184,105,1178,122,53
696,37,27,30200,4,1844,51,77,1486,42,42
697,37,27,30300,1,825,43,81,628,29,56
698,37,27,30300,2,1118,137,90,944,120,63
699,37,27,30300,3,930,40,35,709,23,15
700,37,27,30300,4,1331,529,74,1008,398,43
701,37,27,30400,1,863,60,63,691,33,43
702,37,27,30400,2,731,24,89,579,22,65
703,37,27,30400,3,1432,46,133,1059,29,68
704,37,27,30400,4,1610,101,89,1294,95,57
705,37,27,30500,1,2300,75,39,1874,52,28
706,37,27,30500,2,1069,105,37,840,80,20
707,37,27,30500,3,1297,25,35,1042,16,15
708,37,27,30600,1,1221,22,81,971,18,48
709,37,27,30600,2,1678,25,111,1275,20,65
710,37,27,30600,3,1404,10,64,1093,7,38
711,37,27,30700,1,1236,2,45,949,2,26
712,37,27,30700,2,1450,22,59,1128,16,36
713,37,27,30700,3,1458,12,67,1164,8,44
714,37,27,30700,4,2121,18,57,1634,15,28
715,37,27,30700,5,791,8,12,609,6,5
716,37,27,30800,1,1468,21,36,1156,17,21
717,37,27,30800,2,590,14,7,464,10,2
718,37,27,30800,3,1784,21,43,1356,10,25
719,37,27,30800,4,3029,101,156,2165,57,84
720,37,27,30800,5,1298,21,40,997,12,22
721,37,27,30900,1,1186,12,12,948,12,6
722,37,27,30900,2,892,5,15,700,5,8
723,37,27,30900,3,1463,81,17,1117,66,8
724,37,27,30900,4,1430,41,35,1153,25,17
725,37,27,31000,1,1334,0,19,1099,0,12
726,37,27,31000,2,973,2,5,772,2,4
727,37,27,31000,3,735,9,2,578,7,2
728,37,27,31100,1,648,51,3,502,46,3
729,37,27,31100,2,1170,15,5,937,12,3
730,37,27,31100,3,1666,24,68,1334,17,32
731,37,27,31100,4,834,3,18,675,2,11
732,37,27,31201,1,642,11,16,547,8,11
733,37,27,31201,2,900,0,3,754,0,1
734,37,27,31201,3,1297,0,20,999,0,8
735,37,27,31201,4,1833,2,23,1405,2,14
736,37,27,31202,1,2425,22,37,1870,13,20
737,37,27,31202,2,2162,4,71,1637,2,37
738,37,27,31300,1,1727,11,33,1364,7,16
739,37,27,31300,2,2386,14,77,1788,10,47
740,37,27,31300,3,927,12,30,690,9,21
741,37,27,31300,4,3054,26,71,2348,17,40
742,37,27,31401,1,2401,6,61,1851,4,35
743,37,27,31401,2,792,9,33,620,5,20
744,37,27,31402,1,1390,17,68,1052,11,47
745,37,27,31402,2,1197,19,86,907,5,58
746,37,27,31402,3,993,11,28,783,11,15
747,37,27,31403,1,1245,25,128,928,18,83
748,37,27,31403,2,1180,40,123,905,36,81
749,37,29,950101,1,2906,462,78,2136,361,50
750,37,29,950101,2,2418,368,39,1774,275,22
751,37,29,950102,1,2110,275,42,1564,209,16
752,37,29,950102,2,1689,184,44,1300,144,25
753,37,29,950102,3,857,27,12,649,25,12
754,37,31,970101,1,1216,4,20,1052,4,13
755,37,31,970102,1,2138,76,38,1764,63,24
756,37,31,970102,2,470,0,3,393,0,2
757,37,31,970103,1,722,1,4,597,1,4
758,37,31,970103,2,1264,5,2,1033,5,2
759,37,31,970103,3,1060,1,11,897,1,7
760,37,31,970200,1,646,0,1,557,0,0
761,37,31,970200,2,561,0,0,498,0,0
762,37,31,970301,1,759,333,21,605,259,9
763,37,31,970301,2,1212,68,22,963,57,12
764,37,31,970301,3,2652,344,84,2119,269,47
765,37,31,970302,1,596,47,10,511,39,9
766,37,31,970302,2,496,243,16,414,196,9
767,37,31,970303,1,688,94,10,641,93,9
768,37,31,970304,1,704,43,2,578,29,2
769,37,31,970304,2,889,114,11,735,84,10
770,37,31,970304,3,648,104,23,530,56,16
771,37,31,970401,1,1520,141,127,1291,115,78
772,37,31,970402,1,728,122,41,577,84,29
773,37,31,970402,2,854,274,54,732,230,42
774,37,31,970403,1,465,3,13,383,3,7
775,37,31,970403,2,464,6,6,398,3,6
776,37,31,970403,3,262,8,7,243,8,4
777,37,31,970501,1,1596,170,103,1226,118,71
778,37,31,970501,2,840,79,48,674,71,35
779,37,31,970502,1,1025,13,25,846,10,13
780,37,31,970502,2,910,72,28,708,53,18
781,37,31,970503,1,696,12,8,593,10,5
782,37,31,970503,2,729,20,17,616,16,11
783,37,31,970503,3,793,235,24,554,139,17
784,37,31,970504,1,1086,10,44,787,8,23
785,37,31,970504,2,685,57,261,503,40,162
786,37,31,970601,1,1306,17,44,1008,10,27
787,37,31,970602,1,1025,0,7,837,0,6
788,37,31,970603,1,1640,108,71,1274,80,49
789,37,31,970604,1,1190,8,19,1037,7,12
790,37,31,970604,2,905,9,25,731,9,15
791,37,31,970605,1,1247,12,20,1083,10,13
792,37,31,970701,1,1409,62,55,1051,43,32
793,37,31,970702,1,2398,148,116,1809,104,80
794,37,31,970702,2,1131,38,44,887,26,24
795,37,31,970703,1,2200,150,138,1688,103,85
796,37,31,970703,2,1464,104,45,1130,78,28
797,37,31,970703,3,1127,269,50,954,253,36
798,37,31,970703,4,661,23,65,500,18,43
799,37,31,970704,1,2379,48,65,1890,26,41
800,37,31,970801,1,734,56,10,585,45,6
801,37,31,970801,2,1629,10,49,1266,8,29
802,37,31,970802,1,693,11,18,591,6,16
803,37,31,970802,2,933,5,25,719,3,14
804,37,31,970803,1,580,10,6,481,5,3
805,37,31,970803,2,891,11,12,754,7,9
806,37,31,970804,1,1331,119,55,974,86,39
807,37,31,970804,2,870,31,31,698,25,21
808,37,31,970804,3,851,6,6,689,5,4
809,37,31,970805,1,1634,36,72,1230,24,41
810,37,31,970901,1,518,4,22,422,3,12
811,37,31,970901,2,638,1,14,554,1,10
812,37,31,970902,1,1033,4,10,865,4,8
813,37,31,970902,2,249,0,4,209,0,3
814,37,31,970903,1,1217,13,22,1073,13,20
815,37,31,971001,1,356,1,0,322,1,0
816,37,31,971002,1,423,10,7,377,4,4
817,37,31,971002,2,916,0,7,828,0,4
818,37,31,971101,1,230,7,3,198,7,2
819,37,31,971101,2,295,2,3,260,2,3
820,37,31,971101,3,437,2,6,394,2,6
821,37,31,971102,1,174,7,4,152,3,3
822,37,31,971102,2,381,0,7,356,0,7
823,37,31,980100,1,0,0,0,0,0,0
824,37,31,990100,0,0,0,0,0,0,0
825,37,33,930100,1,1543,795,38,1193,621,27
826,37,33,930100,2,893,477,21,718,372,15
827,37,33,930200,1,694,388,11,526,292,5
828,37,33,930200,2,2010,847,64,1728,758,60
829,37,33,930200,3,1311,557,28,1070,463,19
830,37,33,930200,4,1823,1040,71,1506,817,58
831,37,33,930300,1,883,227,27,657,159,15
832,37,33,930300,2,1423,209,75,1072,143,36
833,37,33,930300,3,782,220,13,636,205,4
834,37,33,930300,4,1077,58,35,867,52,25
835,37,33,930400,1,1730,490,40,1362,404,24
836,37,33,930400,2,913,377,7,721,301,5
837,37,33,930500,1,1135,485,16,878,388,7
838,37,33,930500,2,1054,215,29,830,180,19
839,37,33,930500,3,1658,397,118,1264,300,68
840,37,33,930600,1,2017,383,54,1607,304,31
841,37,33,930600,2,1074,358,41,864,297,28
842,37,33,930600,3,1699,497,56,1331,420,29
843,37,35,10101,1,1571,44,53,1189,35,28
844,37,35,10101,2,1769,47,28,1397,33,14
845,37,35,10101,3,1272,48,57,894,30,26
846,37,35,10101,4,1500,65,48,1164,53,25
847,37,35,10102,1,759,19,36,634,12,24
848,37,35,10102,2,1973,61,55,1569,51,41
849,37,35,10102,3,1325,61,49,1027,51,30
850,37,35,10201,1,2066,85,112,1586,53,64
851,37,35,10201,2,1734,92,209,1229,76,111
852,37,35,10201,3,1015,51,97,728,38,59
853,37,35,10202,1,3251,118,264,2385,76,167
854,37,35,10202,2,2061,216,318,1469,150,193
855,37,35,10202,3,1709,327,261,1351,260,153
856,37,35,10202,4,1344,56,236,970,37,135
857,37,35,10301,1,893,20,21,682,11,11
858,37,35,10301,2,1681,36,282,1209,27,159
859,37,35,10301,3,2247,49,203,1622,26,121
860,37,35,10302,1,2064,84,43,1486,66,27
861,37,35,10302,2,2676,75,84,2121,62,62
862,37,35,10302,3,727,37,25,547,24,18
863,37,35,10303,1,1553,63,140,1189,43,85
864,37,35,10303,2,2474,67,430,1874,44,233
865,37,35,10304,1,913,77,194,660,61,105
866,37,35,10304,2,1213,172,247,853,86,140
867,37,35,10304,3,2218,142,712,1571,100,419
868,37,35,10401,1,2138,186,168,1725,134,101
869,37,35,10401,2,2258,213,221,1810,149,147
870,37,35,10401,3,2197,317,224,1700,206,144
871,37,35,10402,1,2175,354,637,1638,246,387
872,37,35,10402,2,2773,368,379,2306,278,243
873,37,35,10501,1,483,82,27,420,78,19
874,37,35,10501,2,2251,111,125,1805,90,67
875,37,35,10501,3,1019,46,67,802,39,45
876,37,35,10502,1,2065,26,62,1527,16,32
877,37,35,10502,2,1161,33,44,914,26,30
878,37,35,10600,1,1913,58,57,1528,48,39
879,37,35,10600,2,763,44,45,604,32,28
880,37,35,10600,3,1861,259,205,1357,169,125
881,37,35,10600,4,1884,256,380,1414,178,230
882,37,35,10700,1,664,80,94,518,64,47
883,37,35,10700,2,954,131,172,709,95,102
884,37,35,10700,3,808,91,63,653,65,39
885,37,35,10900,1,2074,1215,224,1540,907,136
886,37,35,10900,2,1688,878,301,1258,668,169
887,37,35,11000,1,1401,343,219,1066,255,129
888,37,35,11000,2,1243,232,386,882,149,220
889,37,35,11101,1,1659,376,142,1263,298,74
890,37,35,11101,2,1838,29,32,1428,21,18
891,37,35,11102,1,1281,132,95,1000,96,57
892,37,35,11102,2,1159,27,65,911,19,40
893,37,35,11102,3,2014,132,198,1585,89,134
894,37,35,11102,4,2419,177,77,1779,125,50
895,37,35,11200,1,2276,241,320,1725,164,191
896,37,35,11200,2,1662,316,185,1321,254,127
897,37,35,11200,3,752,98,119,582,76,81
898,37,35,11200,4,1293,130,159,973,102,102
899,37,35,11300,1,2337,225,333,1723,142,196
900,37,35,11300,2,2300,190,205,1721,124,125
901,37,35,11300,3,2550,654,403,1843,489,236
902,37,35,11401,1,1530,80,113,1168,62,65
903,37,35,11401,2,1201,151,119,881,119,57
904,37,35,11401,3,794,130,18,608,106,14
905,37,35,11402,1,1521,57,78,1179,43,55
906,37,35,11402,2,1330,99,83,1099,72,44
907,37,35,11402,3,1179,55,20,905,49,10
908,37,35,11501,1,2483,72,61,1922,63,36
909,37,35,11501,2,1556,107,36,1216,86,19
910,37,35,11501,3,782,129,47,632,113,25
911,37,35,11503,1,2252,113,86,1724,76,41
912,37,35,11503,2,1463,16,32,1136,15,18
913,37,35,11504,1,1700,113,22,1311,80,18
914,37,35,11504,2,2599,22,69,2065,20,45
915,37,35,11504,3,1317,10,31,1103,10,16
916,37,35,11601,1,1352,56,34,1058,48,18
917,37,35,11601,2,1849,94,286,1324,58,179
918,37,35,11601,3,1286,134,96,1031,115,57
919,37,35,11602,1,1110,37,102,843,28,63
920,37,35,11602,2,1847,85,108,1396,67,68
921,37,35,11602,3,1246,11,17,958,4,9
922,37,35,11602,4,1343,12,67,1035,11,46
923,37,35,11701,1,1537,105,182,1163,86,111
924,37,35,11701,2,1547,42,50,1150,31,28
925,37,35,11701,3,1196,79,59,941,61,44
926,37,35,11702,1,1882,117,85,1409,82,60
927,37,35,11702,2,2295,60,64,1711,40,43
928,37,35,11702,3,717,11,21,561,5,9
929,37,35,11702,4,1065,323,52,806,254,27
930,37,35,11702,5,888,32,26,682,24,17
931,37,35,11801,1,2398,46,40,1770,28,26
932,37,35,11801,2,2030,67,39,1468,53,20
933,37,35,11801,3,1790,160,85,1334,121,56
934,37,35,11802,1,1204,36,46,905,24,23
935,37,35,11802,2,1390,6,19,1083,6,11
936,37,35,11802,3,1729,22,27,1312,15,17
937,37,35,11802,4,1629,190,75,1238,154,47
938,37,37,20103,1,3947,323,849,3076,265,498
939,37,37,20103,2,388,61,25,309,51,15
940,37,37,20104,1,1894,54,37,1790,42,25
941,37,37,20104,2,2773,101,131,2187,68,83
942,37,37,20105,1,1458,143,87,1098,103,51
943,37,37,20105,2,1462,132,81,1191,108,47
944,37,37,20106,1,1076,31,32,841,24,18
945,37,37,20106,2,1468,122,44,1097,92,28
946,37,37,20106,3,1317,277,61,1023,218,30
947,37,37,20200,1,1731,170,183,1350,132,110
948,37,37,20200,2,1285,52,55,1028,44,26
949,37,37,20200,3,2489,131,84,1901,107,52
950,37,37,20200,4,2161,438,115,1731,371,78
951,37,37,20300,1,1746,350,285,1336,294,162
952,37,37,20300,2,1183,230,101,893,171,60
953,37,37,20401,1,1612,274,484,1233,210,308
954,37,37,20401,2,1103,89,388,852,74,239
955,37,37,20401,3,3060,625,1622,2024,433,947
956,37,37,20402,1,2868,435,1621,1933,315,966
957,37,37,20402,2,1825,641,771,1359,537,482
958,37,37,20500,1,1055,66,50,821,60,29
959,37,37,20500,2,1492,173,76,1141,156,34
960,37,37,20500,3,1204,49,19,954,40,13
961,37,37,20600,1,1303,166,63,1009,132,30
962,37,37,20600,2,2156,580,102,1697,479,53
963,37,37,20600,3,1191,204,22,975,180,9
964,37,37,20600,4,701,86,17,567,79,10
965,37,37,20701,1,4910,373,135,4244,305,98
966,37,37,20702,1,1554,130,62,1218,99,44
967,37,37,20702,2,1323,124,49,1008,102,24
968,37,37,20702,3,1010,243,80,781,196,42
969,37,37,20800,1,2187,543,103,1793,436,65
970,37,37,20800,2,2577,297,190,2055,250,129
971,37,37,20800,3,2179,311,115,1690,231,70
972,37,37,20800,4,1817,368,89,1459,309,59
973,37,39,930100,1,1282,11,41,1009,7,22
974,37,39,930100,2,857,4,13,710,4,10
975,37,39,930100,3,970,14,88,746,10,55
976,37,39,930100,4,1462,38,58,1145,31,30
977,37,39,930200,1,1245,14,24,962,10,17
978,37,39,930200,2,1165,7,12,902,6,8
979,37,39,930300,1,1881,2,35,1515,2,18
980,37,39,930300,2,558,0,8,472,0,3
981,37,39,930400,1,1277,1,56,1035,1,35
982,37,39,930400,2,1425,14,36,1167,11,21
983,37,39,930400,3,1056,7,17,846,7,12
984,37,39,930400,4,1133,17,29,918,16,22
985,37,39,930400,5,1229,148,37,979,107,27
986,37,39,930500,1,1888,33,46,1494,21,36
987,37,39,930500,2,1605,4,36,1344,4,25
988,37,39,930500,3,1200,3,34,1019,1,17
989,37,39,930601,1,1664,10,15,1371,5,12
990,37,39,930601,2,1616,6,42,1318,4,24
991,37,39,930602,1,2164,1,32,1789,1,14
992,37,39,930602,2,890,9,15,722,7,10
993,37,39,930602,3,877,7,14,694,6,8
994,37,41,930101,0,0,0,0,0,0,0
995,37,41,930101,1,1481,505,21,1095,306,10
996,37,41,930101,2,1282,478,33,1043,379,21
997,37,41,930101,3,1462,877,58,1147,663,42
998,37,41,930101,4,1199,895,60,834,604,40
999,37,41,930102,0,0,0,0,0,0,0
1000,37,41,930102,1,1352,79,33,1080,47,17
1001,37,41,930102,2,983,478,15,799,394,6
1002,37,41,930200,1,1333,245,73,1053,204,48
1003,37,41,930200,2,1243,34,72,997,27,44
1004,37,41,930200,3,805,40,27,611,32,18
1005,37,41,930200,4,1290,410,33,992,313,22
1006,37,41,930200,5,759,429,16,586,328,12
1007,37,41,930200,6,1604,600,26,1239,452,15
1008,37,43,950100,1,1485,1,7,1197,1,5
1009,37,43,950100,2,1032,8,32,851,8,21
1010,37,43,950100,3,1514,3,29,1255,2,20
1011,37,43,950100,4,1031,3,38,848,2,20
1012,37,43,950200,1,1561,13,30,1260,7,18
1013,37,43,950200,2,2428,17,68,1955,8,43
1014,37,43,950200,3,1536,19,54,1238,16,34
1015,37,45,950101,1,1774,15,71,1364,10,42
1016,37,45,950101,2,1429,59,65,1096,45,30
1017,37,45,950101,3,963,6,17,745,5,10
1018,37,45,950101,4,1134,8,0,915,6,0
1019,37,45,950102,1,1354,51,36,1045,46,20
1020,37,45,950102,2,1432,42,52,1131,33,26
1021,37,45,950200,1,1169,30,14,921,18,9
1022,37,45,950200,2,1210,182,18,921,140,9
1023,37,45,950200,3,1204,215,32,904,165,21
1024,37,45,950200,4,1295,470,36,994,355,22
1025,37,45,950301,1,1816,213,69,1418,178,40
1026,37,45,950301,2,824,396,26,618,303,14
1027,37,45,950301,3,793,333,29,593,247,15
1028,37,45,950301,4,1082,65,13,872,46,8
1029,37,45,950302,1,1673,96,100,1258,69,64
1030,37,45,950302,2,1442,444,9,1148,356,6
1031,37,45,950302,3,1422,83,7,1082,57,3
1032,37,45,950302,4,1283,85,19,997,65,13
1033,37,45,950400,1,1026,238,23,767,146,14
1034,37,45,950400,2,1266,451,31,955,336,25
1035,37,45,950400,3,1396,213,14,1105,161,9
1036,37,45,950400,4,1202,192,27,913,142,18
1037,37,45,950400,5,1119,134,36,786,82,17
1038,37,45,950400,6,868,156,27,678,108,18
1039,37,45,950500,1,1055,118,16,799,85,12
1040,37,45,950500,2,1236,179,22,916,126,13
1041,37,45,950500,3,1315,353,50,1031,273,30
1042,37,45,950601,1,1411,41,51,1073,29,25
1043,37,45,950601,2,2507,254,82,1887,190,44
1044,37,45,950602,1,1553,219,14,1260,167,7
1045,37,45,950602,2,1589,209,38,1203,164,22
1046,37,45,950602,3,1082,196,36,803,140,16
1047,37,45,950602,4,1790,246,84,1260,184,40
1048,37,45,950700,1,1457,575,16,1171,446,7
1049,37,45,950700,2,1094,187,30,868,125,24
1050,37,45,950700,3,1156,318,56,925,248,32
1051,37,45,950700,4,1553,265,41,1223,190,31
1052,37,45,950700,5,1716,746,36,1236,519,24
1053,37,45,950800,1,1059,209,38,843,157,24
1054,37,45,950800,2,1583,442,53,1174,274,31
1055,37,45,950800,3,1738,399,123,1364,297,72
1056,37,45,950900,1,1058,791,11,830,611,6
1057,37,45,950900,2,1211,1128,21,824,765,13
1058,37,45,950900,3,683,370,12,525,267,7
1059,37,45,951000,1,701,68,16,558,42,9
1060,37,45,951000,2,1403,615,32,1045,423,19
1061,37,45,951000,3,512,383,12,402,300,10
1062,37,45,951000,4,957,437,38,802,345,30
1063,37,45,951100,1,708,200,9,565,117,8
1064,37,45,951100,2,740,265,20,584,178,15
1065,37,45,951100,3,885,439,57,639,306,30
1066,37,45,951100,4,509,313,13,369,209,9
1067,37,45,951200,1,989,169,22,804,113,15
1068,37,45,951200,2,723,273,40,558,182,29
1069,37,45,951200,3,964,443,43,682,282,22
1070,37,45,951200,4,862,302,27,651,186,20
1071,37,45,951200,5,822,236,19,659,180,13
1072,37,45,951200,6,893,182,45,707,133,31
1073,37,45,951300,1,1325,107,42,1043,79,28
1074,37,45,951300,2,1589,176,63,1172,107,36
1075,37,45,951400,1,1513,718,31,1140,530,18
1076,37,45,951400,2,984,16,9,747,11,5
1077,37,45,951400,3,1474,55,62,1147,35,37
1078,37,45,951400,4,1729,159,136,1219,96,70
1079,37,45,951400,5,1026,195,19,780,137,15
1080,37,45,951501,1,1909,215,23,1417,140,14
1081,37,45,951501,2,1189,15,16,947,9,12
1082,37,45,951501,3,2677,316,58,2294,273,50
1083,37,45,951502,1,1298,54,23,978,46,13
1084,37,45,951503,1,2463,318,61,1827,206,37
1085,37,45,951601,1,1359,153,15,1026,110,9
1086,37,45,951601,2,937,454,21,705,317,12
1087,37,45,951601,3,2095,816,39,1572,589,21
1088,37,45,951602,1,1141,166,24,840,100,14
1089,37,45,951602,2,1816,340,34,1358,237,23
1090,37,45,951602,3,852,212,28,625,146,16
1091,37,45,951602,4,1012,100,58,777,72,37
1092,37,47,930100,1,824,171,35,639,123,21
1093,37,47,930100,2,1987,1099,133,1469,840,58
1094,37,47,930100,3,1387,319,128,1054,251,68
1095,37,47,930200,1,2175,687,84,1607,512,44
1096,37,47,930300,1,957,169,14,733,129,4
1097,37,47,930300,2,946,107,8,771,87,3
1098,37,47,930300,3,717,154,12,552,112,8
1099,37,47,930400,1,1902,846,128,1469,675,72
1100,37,47,930400,2,1102,243,32,821,161,15
1101,37,47,930400,3,1058,370,83,836,305,50
1102,37,47,930500,1,1344,663,34,1039,514,22
1103,37,47,930500,2,1997,540,14,1556,409,6
1104,37,47,930500,3,1195,517,29,919,389,15
1105,37,47,930600,1,755,417,24,612,331,13
1106,37,47,930600,2,644,293,15,497,225,6
1107,37,47,930600,3,1335,258,73,1006,186,49
1108,37,47,930600,4,1144,40,75,871,33,54
1109,37,47,930700,1,733,250,6,566,186,3
1110,37,47,930700,2,874,679,17,627,475,10
1111,37,47,930700,3,969,281,24,754,212,17
1112,37,47,930700,4,1019,288,30,768,182,16
1113,37,47,930700,5,1220,456,20,930,326,17
1114,37,47,930800,1,1221,284,42,914,205,27
1115,37,47,930800,2,1078,94,5,857,81,5
1116,37,47,930800,3,1032,397,23,782,282,12
1117,37,47,930800,4,839,176,39,635,131,23
1118,37,47,930900,1,1135,538,18,854,388,12
1119,37,47,930900,2,752,692,20,553,500,15
1120,37,47,930900,3,734,368,25,602,290,19
1121,37,47,930900,4,768,148,20,614,108,17
