rn,state,cid,tract,bgroup,pop,black,hispanic,total_vap,black_vap,hispanic_vap
1236,37,51,1200,4,2567,1598,182,1909,1130,119
1237,37,51,1400,1,1532,902,65,1019,523,34
1238,37,51,1400,2,1140,613,56,836,434,35
1239,37,51,1400,3,672,65,17,574,59,16
1240,37,51,1400,4,1273,484,63,962,347,37
1241,37,51,1400,5,1529,472,76,1200,371,43
1242,37,51,1500,1,1457,366,87,1101,246,54
1243,37,51,1500,2,1406,592,87,1053,443,45
1244,37,51,1601,1,1148,203,168,863,127,103
1245,37,51,1601,2,2179,457,202,1586,299,113
1246,37,51,1601,3,3801,1134,392,2624,739,234
1247,37,51,1603,1,1951,720,155,1342,420,93
1248,37,51,1603,2,2393,705,217,1679,484,137
1249,37,51,1604,1,979,269,54,807,214,29
1250,37,51,1604,2,2207,1258,240,1458,793,134
1251,37,51,1604,3,4170,1539,451,2723,951,269
1252,37,51,1700,1,1990,647,126,1501,431,81
1253,37,51,1700,2,1172,280,126,888,188,79
1254,37,51,1700,3,1617,693,230,1153,459,138
1255,37,51,1700,4,3937,1580,632,2618,999,367
1256,37,51,1800,1,1134,226,68,910,166,50
1257,37,51,1800,2,1103,354,120,890,265,85
1258,37,51,1901,1,2204,631,227,1620,416,151
1259,37,51,1902,1,2129,879,245,1616,654,163
1260,37,51,1902,2,2645,803,310,1955,574,188
1261,37,51,1903,1,1267,437,131,997,320,88
1262,37,51,1903,2,1555,386,156,1149,255,101
1263,37,51,1903,3,578,115,65,438,80,40
1264,37,51,1903,4,926,304,123,688,206,78
1265,37,51,2001,1,1415,316,187,1142,225,133
1266,37,51,2001,2,1319,384,155,1044,284,102
1267,37,51,2002,1,931,583,183,697,440,119
1268,37,51,2002,2,1688,698,214,1264,505,148
1269,37,51,2002,3,1255,391,157,928,271,106
1270,37,51,2002,4,1148,278,132,968,228,95
1271,37,51,2100,1,1380,703,107,1047,498,70
1272,37,51,2100,2,1592,659,215,1251,508,159
1273,37,51,2100,3,1286,53,64,947,39,36
1274,37,51,2200,1,529,288,107,380,199,73
1275,37,51,2200,2,1257,564,228,953,413,166
1276,37,51,2300,1,1085,562,78,826,407,48
1277,37,51,2300,2,2224,1277,220,1606,877,141
1278,37,51,2300,3,1537,862,98,1169,669,61
1279,37,51,2401,1,1149,826,119,791,545,71
1280,37,51,2401,2,856,693,31,650,530,22
1281,37,51,2402,1,813,682,65,592,503,35
1282,37,51,2402,2,1277,856,137,1000,649,101
1283,37,51,2402,3,1289,727,93,994,549,64
1284,37,51,2501,1,1734,1375,105,1236,990,65
1285,37,51,2501,2,1207,796,75,875,566,45
1286,37,51,2501,3,4326,1801,352,3284,1364,228
1287,37,51,2502,1,3064,880,234,2421,657,156
1288,37,51,2502,2,2272,622,167,1939,492,126
1289,37,51,2502,3,1744,801,119,1288,553,75
1290,37,51,2503,1,1914,743,173,1446,544,111
1291,37,51,2503,2,1557,346,140,1194,266,99
1292,37,51,2503,3,1791,595,100,1380,432,71
1293,37,51,2504,1,1669,758,156,1168,491,103
1294,37,51,2504,2,2304,683,207,1648,482,127
1295,37,51,2504,3,2154,714,154,1532,499,98
1296,37,51,2600,1,1572,411,42,1220,339,19
1297,37,51,2600,2,1335,401,49,1069,316,31
1298,37,51,2600,3,1311,202,44,1035,155,23
1299,37,51,2700,1,1316,165,85,981,99,57
1300,37,51,2700,2,1497,339,62,1103,254,35
1301,37,51,2700,3,3239,790,197,2308,559,114
1302,37,51,2700,4,2062,536,79,1549,404,54
1303,37,51,2800,1,2790,240,71,2096,169,39
1304,37,51,2800,2,1766,429,58,1344,328,28
1305,37,51,2800,3,1697,245,62,1303,199,42
1306,37,51,2900,1,1182,292,40,889,201,26
1307,37,51,2900,2,1633,653,52,1225,478,25
1308,37,51,2900,3,846,83,39,674,70,35
1309,37,51,2900,4,898,84,36,690,70,18
1310,37,51,3001,1,2192,679,133,1542,449,75
1311,37,51,3001,2,3735,759,309,2665,552,174
1312,37,51,3001,3,2772,425,202,1860,283,110
1313,37,51,3001,4,2109,297,90,1550,220,46
1314,37,51,3002,1,2751,634,100,2060,473,65
1315,37,51,3102,1,3105,459,253,2136,305,140
1316,37,51,3102,2,914,254,42,625,167,24
1317,37,51,3103,1,1427,327,111,1064,232,66
1318,37,51,3103,2,2648,748,165,1885,504,103
1319,37,51,3103,3,1250,254,143,791,158,72
1320,37,51,3104,1,1949,435,246,1261,273,145
1321,37,51,3104,2,2387,765,183,1625,510,104
1322,37,51,3104,3,2188,452,159,1654,337,98
1323,37,51,3201,1,1774,664,188,1233,482,106
1324,37,51,3201,2,3379,914,370,2155,605,188
1325,37,51,3201,3,2001,142,124,1434,93,71
1326,37,51,3201,4,4277,949,428,2771,634,246
1327,37,51,3203,1,2156,1305,169,1495,837,102
1328,37,51,3203,2,1142,437,110,853,313,69
1329,37,51,3203,3,2586,1117,329,1861,778,202
1330,37,51,3204,1,1142,582,127,871,413,83
1331,37,51,3204,2,1109,439,91,832,318,55
1332,37,51,3204,3,1759,899,227,1231,603,138
1333,37,51,3204,4,1381,556,188,977,408,123
1334,37,51,3204,5,3178,1190,345,2179,833,194
1335,37,51,3205,1,2115,867,245,1548,624,153
1336,37,51,3205,2,2238,1133,202,1634,812,125
1337,37,51,3205,3,963,639,111,645,435,58
1338,37,51,3302,1,1794,1291,145,1298,943,83
1339,37,51,3302,2,3191,1888,283,2482,1394,194
1340,37,51,3304,1,935,325,117,701,224,71
1341,37,51,3304,2,1151,806,124,869,588,87
1342,37,51,3304,3,2797,1144,342,2276,904,250
1343,37,51,3304,4,869,423,76,677,317,46
1344,37,51,3304,5,1055,352,93,810,262,57
1345,37,51,3304,6,597,367,66,460,285,46
1346,37,51,3305,1,2361,887,292,1769,642,205
1347,37,51,3305,2,1508,545,227,1156,416,149
1348,37,51,3305,3,2481,1327,309,1831,930,204
1349,37,51,3307,1,1517,635,198,1157,466,144
1350,37,51,3307,2,2950,1822,287,2068,1253,179
1351,37,51,3309,1,2235,747,312,1755,541,207
1352,37,51,3309,2,1889,621,208,1428,461,137
1353,37,51,3309,3,2010,656,235,1540,489,150
1354,37,51,3310,1,1198,635,170,821,430,98
1355,37,51,3310,2,643,199,78,476,135,51
1356,37,51,3310,3,1599,655,213,1096,381,132
1357,37,51,3310,4,2060,1120,271,1413,725,171
1358,37,51,3311,1,2752,1092,362,2199,835,261
1359,37,51,3312,1,1381,663,190,939,433,108
1360,37,51,3312,2,2230,1010,289,1536,709,174
1361,37,51,3312,3,2005,926,245,1449,659,157
1362,37,51,3312,4,1364,607,216,945,408,147
1363,37,51,3313,1,2956,1443,405,1974,961,237
1364,37,51,3313,2,2379,1519,349,1529,995,202
1365,37,51,3314,1,2433,1153,361,1619,761,205
1366,37,51,3314,2,2111,1198,330,1456,867,199
1367,37,51,3314,3,2582,1184,390,1692,777,230
1368,37,51,3401,1,0,0,0,0,0,0
1369,37,51,3401,2,3936,678,749,2098,370,351
1370,37,51,3402,1,174,26,28,174,26,28
1371,37,51,3402,2,1773,174,276,1773,174,276
1372,37,51,3403,1,611,97,111,283,43,47
1373,37,51,3403,2,3007,495,568,1790,293,296
1374,37,51,3404,1,513,47,55,513,47,55
1375,37,51,3404,2,580,90,60,580,90,60
1376,37,51,3405,1,1975,301,410,1016,155,189
1377,37,51,3406,1,1523,134,183,1153,113,140
1378,37,51,3407,1,2316,439,426,1557,303,246
1379,37,51,3407,2,0,0,0,0,0,0
1380,37,51,3408,1,2152,393,360,1442,265,218
1381,37,51,3408,2,2573,468,510,1668,296,287
1382,37,51,3500,1,2695,1162,442,1980,821,282
1383,37,51,3500,2,650,471,56,502,367,41
1384,37,51,3500,3,581,314,84,454,233,59
1385,37,51,3500,4,695,372,92,510,280,59
1386,37,51,3600,1,708,307,47,551,229,37
1387,37,51,3600,2,731,403,86,532,287,60
1388,37,51,3600,3,1794,717,188,1322,531,123
1389,37,51,3600,4,1748,659,244,1356,493,157
1390,37,51,3700,1,2191,526,147,1544,386,87
1391,37,51,3700,2,1740,309,124,1242,222,70
1392,37,51,3700,3,3391,768,132,2519,572,76
1393,37,51,3800,1,999,880,34,699,626,11
1394,37,51,3800,2,1107,701,29,1008,626,26
1395,37,51,3800,3,871,730,30,668,567,26
1396,37,51,980100,1,0,0,0,0,0,0
1397,37,51,980200,1,505,93,75,505,93,75
1398,37,53,110101,1,388,2,7,366,2,7
1399,37,53,110101,2,154,8,1,149,7,1
1400,37,53,110102,1,1545,4,22,1217,4,13
1401,37,53,110200,1,2142,166,54,1630,141,38
1402,37,53,110200,2,4780,291,178,3390,223,100
1403,37,53,110301,1,1814,133,73,1324,103,36
1404,37,53,110301,2,2429,12,64,1872,10,41
1405,37,53,110302,1,1426,146,36,1084,113,23
1406,37,53,110302,2,1496,182,82,1149,142,48
1407,37,53,110401,1,1964,54,28,1535,44,19
1408,37,53,110401,2,1461,38,48,1116,20,30
1409,37,53,110402,1,2184,141,47,1763,106,35
1410,37,53,110402,2,1764,184,64,1361,140,43
1411,37,53,990100,0,0,0,0,0,0,0
1412,37,55,970101,1,902,0,17,775,0,13
1413,37,55,970101,2,2773,10,43,2262,9,27
1414,37,55,970102,1,1495,16,27,1194,15,22
1415,37,55,970102,2,1725,19,69,1418,16,52
1416,37,55,970200,1,1051,14,95,894,11,70
1417,37,55,970200,2,1144,9,73,929,9,54
1418,37,55,970200,3,1322,24,166,1016,11,117
1419,37,55,970200,4,1119,1,42,875,1,29
1420,37,55,970300,1,2300,21,145,1748,15,88
1421,37,55,970300,2,1464,2,45,1192,2,27
1422,37,55,970300,3,2014,27,184,1545,23,131
1423,37,55,970300,4,500,8,51,416,7,39
1424,37,55,970400,1,1214,26,50,977,23,38
1425,37,55,970400,2,1229,14,24,1046,10,14
1426,37,55,970400,3,346,4,15,297,3,13
1427,37,55,970501,0,0,0,0,0,0,0
1428,37,55,970501,1,1246,7,126,980,5,86
1429,37,55,970502,1,1401,6,75,1190,6,48
1430,37,55,970502,2,2361,8,219,1877,7,143
1431,37,55,970502,3,560,1,16,476,1,12
1432,37,55,970601,1,1476,45,72,1197,33,49
1433,37,55,970601,2,902,46,151,681,38,85
1434,37,55,970601,3,2208,485,346,1633,352,236
1435,37,55,970601,4,1409,32,82,1138,24,52
1436,37,55,970602,1,1759,9,77,1372,7,46
1437,37,55,990100,0,0,0,0,0,0,0
1438,37,55,990200,0,0,0,0,0,0,0
1439,37,57,60101,1,4495,611,253,3213,423,150
1440,37,57,60101,2,1138,201,166,843,125,108
1441,37,57,60102,1,1701,19,81,1242,13,40
1442,37,57,60102,2,2869,29,40,2194,20,20
1443,37,57,60102,3,1847,31,26,1415,29,16
1444,37,57,60102,4,796,4,21,640,3,10
1445,37,57,60201,1,1212,202,29,964,165,20
1446,37,57,60201,2,1606,308,27,1309,257,15
1447,37,57,60201,3,1440,22,11,1148,18,8
1448,37,57,60201,4,651,7,15,505,4,12
1449,37,57,60202,1,2424,26,166,1857,22,97
1450,37,57,60203,1,1668,75,97,1304,61,52
1451,37,57,60203,2,1884,46,56,1449,35,36
1452,37,57,60203,3,1976,62,38,1506,54,18
1453,37,57,60301,1,2944,170,72,2266,136,42
1454,37,57,60301,2,1590,55,19,1191,48,14
1455,37,57,60302,1,2772,138,77,2125,106,41
1456,37,57,60302,2,848,51,21,622,34,15
1457,37,57,60303,1,2369,60,54,1874,53,33
1458,37,57,60303,2,2003,28,17,1534,16,13
1459,37,57,60304,1,2528,17,44,1863,13,27
1460,37,57,60304,2,917,7,32,708,6,19
1461,37,57,60400,1,1729,16,19,1356,10,13
1462,37,57,60400,2,1808,100,85,1381,75,50
1463,37,57,60400,3,1996,74,42,1554,47,28
1464,37,57,60500,1,1220,19,26,938,9,19
1465,37,57,60500,2,1518,10,44,1190,8,30
1466,37,57,60500,3,677,11,11,531,8,7
1467,37,57,60500,4,2084,3,27,1655,2,19
1468,37,57,60601,1,2554,147,211,1757,96,117
1469,37,57,60601,2,1788,59,57,1247,39,34
1470,37,57,60602,1,1338,25,30,1053,19,20
1471,37,57,60602,2,1225,63,164,895,34,92
1472,37,57,60700,1,1744,554,374,1248,419,216
1473,37,57,60700,2,936,363,285,666,266,167
1474,37,57,60700,3,945,179,126,746,136,73
1475,37,57,60700,4,1290,461,265,939,331,152
1476,37,57,60800,1,1849,919,196,1238,604,97
1477,37,57,60800,2,769,491,100,583,375,67
1478,37,57,60800,3,1920,489,328,1418,375,198
1479,37,57,60900,1,639,86,96,448,51,58
1480,37,57,60900,2,1706,254,315,1259,180,188
1481,37,57,60900,3,1257,47,153,964,28,91
1482,37,57,60900,4,612,60,74,468,41,42
1483,37,57,60900,5,1257,143,119,930,96,67
1484,37,57,61000,1,2745,434,433,2039,320,261
1485,37,57,61000,2,972,103,154,760,79,92
1486,37,57,61000,3,1441,304,342,1089,222,220
1487,37,57,61100,1,885,23,52,706,18,31
1488,37,57,61100,2,1807,36,75,1387,19,40
1489,37,57,61100,3,678,7,3,539,6,2
1490,37,57,61100,4,1701,7,16,1328,5,11
1491,37,57,61100,5,1673,87,90,1288,74,49
1492,37,57,61201,1,1834,239,172,1404,160,94
1493,37,57,61201,2,1617,253,180,1208,165,105
1494,37,57,61201,3,1532,188,83,1232,133,51
1495,37,57,61201,4,861,95,229,642,80,128
1496,37,57,61202,1,1437,21,79,1128,14,48
1497,37,57,61202,2,1420,40,17,1117,27,13
1498,37,57,61300,1,1326,228,124,1070,189,78
1499,37,57,61300,2,850,150,118,644,105,73
1500,37,57,61400,1,936,339,171,752,298,96
1501,37,57,61400,2,1187,418,192,860,283,112
1502,37,57,61400,3,753,354,142,481,233,84
1503,37,57,61400,4,522,211,198,384,177,118
1504,37,57,61500,1,1086,464,170,789,338,94
1505,37,57,61500,2,1025,83,55,848,65,33
1506,37,57,61500,3,2373,978,409,1741,739,232
1507,37,57,61500,4,1730,742,338,1331,592,204
1508,37,57,61600,1,734,150,241,514,111,156
1509,37,57,61600,2,1265,263,242,909,168,147
1510,37,57,61600,3,927,153,50,728,106,28
1511,37,57,61701,1,1868,48,79,1469,38,43
1512,37,57,61701,2,2072,39,59,1607,33,33
1513,37,57,61701,3,917,43,125,606,23,63
1514,37,57,61702,1,1408,17,45,1087,16,30
1515,37,57,61702,2,1580,48,23,1213,41,16
1516,37,57,61702,3,1686,90,54,1264,73,29
1517,37,57,61702,4,2056,16,53,1587,13,33
1518,37,57,61703,1,727,1,16,571,1,8
1519,37,57,61703,2,2143,44,140,1546,34,76
1520,37,57,61703,3,1479,9,25,1077,5,20
1521,37,57,61802,1,1592,77,63,1215,58,31
1522,37,57,61802,2,1830,28,68,1389,17,36
1523,37,57,61802,3,1378,2,26,1051,2,18
1524,37,57,61802,4,1940,26,35,1470,22,22
1525,37,57,61803,1,700,227,65,530,179,39
1526,37,57,61803,2,863,86,77,633,56,39
1527,37,57,61803,3,989,57,57,737,45,30
1528,37,57,61803,4,951,119,75,749,79,43
1529,37,57,61804,1,1028,12,20,833,11,10
1530,37,57,61804,2,1407,45,12,1108,37,7
1531,37,57,61804,3,1107,51,32,861,47,18
1532,37,57,61804,4,1607,43,40,1274,36,28
1533,37,57,61804,5,1387,90,25,1114,75,14
1534,37,57,61901,1,2706,25,38,2117,17,20
1535,37,57,61901,2,2042,6,59,1559,5,33
1536,37,57,61901,3,1553,11,39,1193,10,25
1537,37,57,61902,1,1307,11,17,1070,10,11
1538,37,57,61902,2,2201,5,23,1716,4,15
1539,37,57,61902,3,1800,12,18,1379,7,9
1540,37,57,62001,1,1580,3,13,1243,3,7
1541,37,57,62001,2,1481,3,13,1157,2,11
1542,37,57,62001,3,1616,3,23,1298,2,13
1543,37,57,62002,1,818,1,11,636,1,5
1544,37,57,62002,2,771,1,18,591,1,12
1545,37,57,62002,3,700,0,6,538,0,3
1546,37,57,62002,4,1732,10,32,1364,5,21
1547,37,59,80100,1,2337,98,93,1784,84,56
1548,37,59,80100,2,1752,46,185,1320,34,102
1549,37,59,80100,3,1732,170,101,1311,137,61
1550,37,59,80100,4,1924,134,164,1462,107,89
1551,37,59,80200,1,1966,87,47,1533,69,31
1552,37,59,80200,2,934,29,23,734,22,14
1553,37,59,80200,3,990,12,14,789,5,10
1554,37,59,80200,4,1317,87,91,991,67,58
1555,37,59,80300,1,2174,27,21,1890,24,18
1556,37,59,80300,2,3095,70,80,2315,51,50
1557,37,59,80300,3,1979,85,70,1467,69,37
1558,37,59,80300,4,1409,51,55,1060,40,33
1559,37,59,80400,1,2929,46,50,2217,34,28
1560,37,59,80400,2,1365,37,23,1047,29,9
1561,37,59,80400,3,857,82,28,663,68,18
1562,37,59,80500,1,1332,225,159,992,156,93
1563,37,59,80500,2,1725,271,245,1249,223,149
1564,37,59,80500,3,1371,133,167,1041,112,104
1565,37,59,80600,1,721,38,33,589,35,20
1566,37,59,80600,2,1057,65,113,833,49,67
1567,37,59,80600,3,1881,165,135,1441,133,70
1568,37,59,80700,1,1472,191,207,1076,147,118
1569,37,59,80700,2,1394,120,95,1059,88,55
1570,37,59,80700,3,921,78,41,691,61,25
1571,37,59,80700,4,2606,246,256,1935,179,137
1572,37,61,90100,1,3880,215,1942,2570,150,1086
1573,37,61,90100,2,2406,145,951,1718,114,559
1574,37,61,90100,3,2080,87,792,1482,69,493
1575,37,61,90100,4,1696,164,297,1279,128,175
1576,37,61,90200,1,1769,585,358,1310,432,214
1577,37,61,90200,2,1145,174,216,909,151,137
1578,37,61,90200,3,1427,330,474,1048,278,278
1579,37,61,90300,1,1039,529,160,766,371,97
1580,37,61,90300,2,1375,747,254,1060,596,159
1581,37,61,90300,3,1645,812,255,1257,621,155
1582,37,61,90300,4,1724,691,339,1263,505,191
1583,37,61,90400,1,1985,702,278,1432,505,166
1584,37,61,90400,2,849,311,35,718,265,24
1585,37,61,90400,3,1811,765,455,1371,640,243
1586,37,61,90400,4,1317,539,106,1034,438,60
1587,37,61,90501,1,1842,312,219,1356,220,131
1588,37,61,90501,2,1798,211,173,1358,158,107
1589,37,61,90501,3,1878,32,102,1465,17,59
1590,37,61,90502,1,1964,539,185,1470,416,111
1591,37,61,90502,2,1408,277,70,1110,205,39
1592,37,61,90502,3,1236,59,114,912,28,61
1593,37,61,90600,1,1352,148,56,1014,106,26
1594,37,61,90600,2,1029,28,28,821,22,16
1595,37,61,90600,3,1160,342,82,898,259,46
1596,37,61,90701,1,1761,923,235,1316,699,134
1597,37,61,90701,2,2172,324,214,1716,236,122
1598,37,61,90702,1,1465,649,279,1088,505,156
1599,37,61,90702,2,2376,814,302,1910,638,194
1600,37,61,90702,3,2505,590,836,1840,464,494
1601,37,61,90801,1,1489,366,747,1006,276,416
1602,37,61,90801,2,1731,579,553,1251,440,315
1603,37,61,90802,1,1623,429,352,1207,319,212
1604,37,61,90802,2,1469,653,272,1132,520,166
1605,37,61,90802,3,2099,702,328,1548,530,191
1606,37,63,101,1,1261,395,294,989,305,181
1607,37,63,101,2,1891,1249,288,1333,869,186
1608,37,63,102,1,2585,919,957,1884,668,634
1609,37,63,102,2,1950,658,336,1549,494,216
1610,37,63,200,1,861,424,116,680,339,79
1611,37,63,200,2,1111,522,300,883,418,204
1612,37,63,200,3,974,175,169,811,143,125
1613,37,63,301,1,1019,496,206,785,375,135
1614,37,63,301,2,728,339,177,563,254,119
1615,37,63,301,3,757,133,136,615,104,87
1616,37,63,302,1,779,79,55,641,56,36
1617,37,63,302,2,1114,185,325,851,144,189
1618,37,63,302,3,1533,248,312,1249,197,230
1619,37,63,401,1,898,122,101,694,79,57
1620,37,63,401,2,931,39,43,756,34,29
1621,37,63,401,3,694,46,48,570,39,34
1622,37,63,402,1,1963,151,298,1748,131,203
1623,37,63,500,1,1155,269,80,1130,251,77
1624,37,63,500,2,584,182,70,510,151,57
1625,37,63,500,3,1289,658,495,955,500,338
1626,37,63,500,4,1065,770,205,731,539,114
1627,37,63,600,1,2431,873,431,1894,654,282
1628,37,63,600,2,2228,416,965,1657,331,636
1629,37,63,600,3,518,39,15,419,35,8
1630,37,63,700,1,718,282,43,664,264,37
1631,37,63,700,2,1030,189,45,806,155,30
1632,37,63,700,3,1082,480,46,841,357,22
1633,37,63,900,1,801,426,332,559,312,211
1634,37,63,900,2,867,694,124,632,510,85
1635,37,63,1001,1,878,594,187,648,438,122
1636,37,63,1001,2,1299,803,373,857,542,212
1637,37,63,1001,3,1289,899,283,878,618,173
1638,37,63,1002,1,3045,1631,1243,1977,1081,747
1639,37,63,1002,2,787,489,217,566,369,125
1640,37,63,1002,3,846,437,329,598,310,222
1641,37,63,1002,4,1296,490,706,887,364,440
1642,37,63,1100,1,1947,1211,573,1412,865,399
1643,37,63,1100,2,1278,925,251,955,671,183
1644,37,63,1301,1,1128,1005,80,897,809,51
1645,37,63,1303,1,3121,2909,93,2926,2751,68
1646,37,63,1303,2,555,520,12,455,433,9
1647,37,63,1304,1,2557,2174,303,1786,1541,184
1648,37,63,1400,1,984,941,33,666,636,24
1649,37,63,1400,2,1625,1392,174,1023,874,108
1650,37,63,1501,1,3070,363,187,3038,332,187
1651,37,63,1502,1,2391,973,1136,1860,770,826
1652,37,63,1502,2,1024,24,80,1003,24,77
1653,37,63,1502,3,2117,707,382,1723,516,278
1654,37,63,1502,4,454,327,65,395,285,53
1655,37,63,1503,1,1941,247,175,1896,234,167
1656,37,63,1601,1,1124,193,61,913,146,38
1657,37,63,1601,2,2984,1064,131,2232,791,78
1658,37,63,1601,3,1698,365,120,1368,281,70
1659,37,63,1603,1,638,111,55,498,80,39
1660,37,63,1603,2,2624,661,155,1908,459,90
1661,37,63,1603,3,1227,155,66,1007,131,41
1662,37,63,1603,4,1782,117,53,1360,90,29
1663,37,63,1604,1,1979,224,78,1550,178,39
1664,37,63,1604,2,2842,345,65,2195,257,39
1665,37,63,1604,3,1824,530,111,1378,389,57
1666,37,63,1705,1,1611,441,223,1281,337,142
1667,37,63,1705,2,1535,268,104,1279,193,67
1668,37,63,1705,3,1373,486,199,1074,348,142
1669,37,63,1706,1,2310,478,149,1897,381,117
1670,37,63,1706,2,1869,479,198,1541,372,134
1671,37,63,1707,1,1068,85,78,867,59,47
1672,37,63,1707,2,1601,174,77,1283,127,51
1673,37,63,1707,3,627,37,28,495,24,16
1674,37,63,1707,4,1744,159,89,1349,123,47
1675,37,63,1707,5,1445,48,38,1274,42,25
1676,37,63,1708,1,3989,3104,329,2895,2242,202
1677,37,63,1709,1,971,794,125,690,568,76
1678,37,63,1709,2,975,911,50,693,648,34
1679,37,63,1709,3,4163,2837,505,2835,1840,298
1680,37,63,1710,1,2581,1120,317,1890,768,196
1681,37,63,1710,2,2124,779,955,1424,545,571
1682,37,63,1711,1,1305,503,386,1019,415,254
1683,37,63,1711,2,1616,861,469,1160,614,305
1684,37,63,1711,3,1582,816,314,1185,606,183
1685,37,63,1801,1,1890,1085,258,1340,728,150
1686,37,63,1801,2,658,278,174,494,202,108
1687,37,63,1801,3,2550,1578,425,1812,1116,247
1688,37,63,1801,4,1279,513,321,909,330,180
1689,37,63,1801,5,746,138,97,606,110,61
1690,37,63,1802,1,2033,1313,443,1431,919,269
1691,37,63,1802,2,1629,950,530,1091,613,355
1692,37,63,1802,3,2176,1640,292,1465,1072,179
1693,37,63,1802,4,898,493,245,638,349,150
1694,37,63,1806,1,1742,156,132,1406,109,81
1695,37,63,1806,2,3930,2521,420,2702,1666,222
1696,37,63,1807,1,3266,1494,818,2320,1062,466
1697,37,63,1807,2,3450,2089,301,2484,1435,184
1698,37,63,1807,3,2700,1972,294,1881,1339,181
1699,37,63,1808,1,2080,886,199,1585,638,125
1700,37,63,1808,2,2966,877,439,2249,622,287
1701,37,63,1809,1,2484,1122,289,1988,846,190
1702,37,63,1809,2,2664,932,242,2027,655,161
1703,37,63,1900,1,729,41,57,598,36,32
1704,37,63,1900,2,2118,265,118,1676,185,76
1705,37,63,2007,1,1732,428,85,1415,323,59
1706,37,63,2007,2,2306,678,148,1841,536,91
1707,37,63,2007,3,816,419,47,662,347,34
1708,37,63,2008,1,960,29,21,711,23,15
1709,37,63,2008,2,1947,172,66,1466,129,45
1710,37,63,2009,1,1904,1519,328,1431,1191,199
1711,37,63,2009,2,1119,939,143,847,733,87
1712,37,63,2009,3,1662,1482,121,1277,1157,66
1713,37,63,2013,1,1553,547,170,1185,394,113
1714,37,63,2013,2,898,244,75,708,174,51
1715,37,63,2013,3,2030,409,198,1496,294,118
1716,37,63,2015,1,2253,624,906,1676,469,617
1717,37,63,2015,2,2183,688,589,1704,520,396
1718,37,63,2015,3,691,53,27,664,47,22
1719,37,63,2016,1,3228,926,1383,2524,721,954
1720,37,63,2016,2,2156,666,585,1734,524,397
1721,37,63,2017,1,2308,133,74,1702,102,54
1722,37,63,2017,2,1339,93,43,1102,63,30
1723,37,63,2017,3,3007,254,172,2362,209,117
1724,37,63,2018,1,2327,170,107,2031,132,75
1725,37,63,2018,2,2701,565,204,2373,494,159
1726,37,63,2018,3,2455,283,148,1874,226,91
1727,37,63,2019,1,1399,340,85,1154,273,59
1728,37,63,2019,2,1536,106,70,1389,92,61
1729,37,63,2019,3,1473,78,38,1241,58,31
1730,37,63,2020,1,2032,264,72,1417,184,48
1731,37,63,2020,2,3862,1117,133,2788,808,78
1732,37,63,2021,1,3016,772,147,2576,623,111
1733,37,63,2021,2,1416,661,156,968,412,100
1734,37,63,2022,1,1822,778,124,1549,651,92
1735,37,63,2022,2,2485,718,273,1960,563,175
1736,37,63,2023,1,1195,307,74,965,259,53
1737,37,63,2023,2,1613,456,61,1338,393,50
1738,37,63,2024,1,3582,663,212,2724,473,149
1739,37,63,2024,2,1033,151,40,906,127,35
1740,37,63,2024,3,1233,236,47,1072,202,35
1741,37,63,2025,1,2114,881,214,1558,653,140
1742,37,63,2025,2,2464,1247,347,1840,907,240
1743,37,63,2025,3,1360,543,190,1031,404,121
1744,37,63,2026,1,2265,1531,320,1629,1106,186
1745,37,63,2026,2,3548,2504,511,2831,2044,314
1746,37,63,2027,1,1473,479,369,1088,338,216
1747,37,63,2027,2,4164,1765,293,3255,1300,194
1748,37,63,2027,3,1635,901,108,1398,744,90
1749,37,63,2028,1,2246,763,172,1660,525,113
1750,37,63,2028,2,1183,473,135,1014,400,101
1751,37,63,2028,3,2572,910,161,2226,722,129
1752,37,63,2100,1,2270,303,57,1796,240,30
1753,37,63,2100,2,2193,326,70,1699,251,44
1754,37,63,2100,3,1899,249,66,1526,217,50
1755,37,63,2200,1,1946,641,212,1696,499,157
1756,37,63,2300,1,1154,969,101,965,811,72
1757,37,63,2300,2,177,116,60,132,95,36
1758,37,63,980100,1,4,1,3,3,1,2
1759,37,65,20200,1,684,634,10,506,463,5
1760,37,65,20200,2,690,619,5,520,464,1
1761,37,65,20200,3,767,713,2,612,565,1
1762,37,65,20200,4,1369,1190,15,983,836,9
1763,37,65,20200,5,1225,1162,10,886,839,5
1764,37,65,20200,6,1324,548,35,1042,411,21
1765,37,65,20300,1,1418,1294,18,1084,980,13
1766,37,65,20300,2,1632,1578,12,1013,980,4
1767,37,65,20300,3,797,741,3,636,585,3
1768,37,65,20300,4,1523,1025,41,1139,742,25
1769,37,65,20400,1,1017,969,16,802,771,7
1770,37,65,20400,2,650,643,1,522,515,1
1771,37,65,20400,3,833,803,11,466,449,3
1772,37,65,20400,4,655,635,4,521,511,4
1773,37,65,20400,5,1803,1556,31,1317,1123,15
1774,37,65,20600,1,1825,1240,91,1448,956,57
1775,37,65,20600,2,1700,1031,86,1306,775,53
1776,37,65,20700,1,993,729,18,759,543,13
1777,37,65,20700,2,1208,571,96,936,458,63
1778,37,65,20800,1,1082,530,39,839,419,22
1779,37,65,20800,2,903,382,48,683,294,23
1780,37,65,20800,3,1731,797,65,1342,588,45
1781,37,65,20900,1,951,921,6,615,595,4
